Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,2.5in x 10in CLEAR Housing w/ 1/2in inlets,"2.5"" x 10"" Filter Housing",Regular,,20047-CLR,"This is the sediment and carbon filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the replacement for it. 1/2"" inlet and outlet. Does not include the filter or the housing wrench. Does not include hardware for mounting. Great clear option so you can see your filters.",Tucker > Catalog,Tucker,"2.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies",This is the sediment and carbon filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours...,2-5-x-10-filter-housing,,Hidden,Physical,1.001,"2.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies",This is the sediment and carbon filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours...,N,N,N,N,86.60,,N,Y,N,Y,N,,,60.62,Tucker,20047-CLR,N,,,N,,,Y,,,N,,86.60
,2.5in x 10in Sediment Filter,"2.5 x 10"" Sediment Filter",Regular,,TUCKER-2-5IN-X-10IN-SEDIMENT-FILTER,"This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI cart. 5 micron nominal filtration FDA listed materials Manufactured from 100% pure polypropylene fibers High dirt holding capacity High efficiency, low pressure drop, and long life",Tucker > Pure Water Systems,Tucker,"2.5 x 10"" Sediment Filter | Pure Water Systems | AZ Cleaning Supplies","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI...",2-5-x-10-sediment-filter,,Hidden,Physical,1.001,"2.5 x 10"" Sediment Filter | Pure Water Systems | AZ Cleaning Supplies","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI...",N,N,N,N,6.83,,N,Y,N,Y,N,,,4.79,Tucker,20025,N,,,N,,,Y,,,N,,6.83
,2.5in x 10in Sediment/Carbon Filter,"2.5 x 10"" Sediment / Carbon Combo Filter",Regular,,20025/26,"This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker® Rival Carts. This filter essentially turns your 3 stage system into a 4 stage! 5 micron nominal filtration-Chloramine / carbon filtration-FDA listed materials Manufactured from 100% pure polypropylene fibers High dirt holding capacity High efficiency, low pressure drop, and long life Housing not included - for demonstration purposes only.",Tucker > Pure Water Systems,Tucker,"2.5 x 10"" Sediment / Carbon Combo Filter | AZ Cleaning Supplies","This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker® Rival Carts. This...",2-5-x-10-sediment-carbon-combo-filter,,Hidden,Physical,1.001,"2.5 x 10"" Sediment / Carbon Combo Filter | AZ Cleaning Supplies","This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker® Rival Carts. This...",N,N,N,N,28.10,,N,Y,N,Y,N,,,19.68,Tucker,20025/26,N,,,N,,,Y,,,N,,28.10
,21in Filter Insert (EMPTY),"4 x 21"" Filter Cartridge - Refillable",Regular,,20051,"Looking for a refillable filter cartridge for 4x21"" housings? This is it. These refillable cartridges fit the 4x21"" housings from many different manufacturers. Fill with our virgin bulk DI resin to save big on your filter cost. Holds 1/10 of a cubic foot of DI resin.",Tucker > Pure Water Systems,Tucker,"4 x 21"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x21"" housings? This is it. These refillable cartridges fit the 4x21"" housings from many different...",4-x-21-filter-cartridge-refillable,,Hidden,Physical,5,"4 x 21"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x21"" housings? This is it. These refillable cartridges fit the 4x21"" housings from many different...",N,N,N,N,52.60,,N,Y,N,Y,N,,,36.82,Tucker,20051,N,,,N,,,Y,,,N,,52.60
,3 pack of filters for hydrocart,3 pack of filters for hydrocart,Regular,,20025-3,3 pack of filters for hydrocart | Official Tucker SKU: 20025-3 | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,3 pack of filters for hydrocart | Pure Water Systems | AZ Cleaning Supplies,3 pack of filters for hydrocart. Category: Pure Water Systems. Vendor code: 20025-3. Available at AZ Cleaning Supplies.,3-pack-of-filters-for-hydrocart,,Hidden,Physical,,3 pack of filters for hydrocart | Pure Water Systems | AZ Cleaning Supplies,3 pack of filters for hydrocart. Category: Pure Water Systems. Vendor code: 20025-3. Available at AZ Cleaning Supplies.,N,N,N,N,105.77,,N,Y,N,Y,N,,,74.04,Tucker,20025-3,N,,,N,,,Y,,,N,,105.77
,3 way Valve - SmartWash,3 way Valve - SmartWash,Regular,,62029,3 way Valve - SmartWash | Official Tucker SKU: 62029 | Category: Accessories,Tucker > Accessories,Tucker,3 way Valve - SmartWash | Accessories | AZ Cleaning Supplies,3 way Valve - SmartWash. Category: Accessories. Vendor code: 62029. Available at AZ Cleaning Supplies.,3-way-valve-smartwash,,Hidden,Physical,,3 way Valve - SmartWash | Accessories | AZ Cleaning Supplies,3 way Valve - SmartWash. Category: Accessories. Vendor code: 62029. Available at AZ Cleaning Supplies.,N,N,N,N,116.17,,N,Y,N,Y,N,,,81.32,Tucker,62029,N,,,N,,,Y,,,N,,116.17
,3/4 FNPTx 3/4 FGHT Brass Swivel,3/4 FNPTx 3/4 FGHT Brass Swivel,Regular,,63027,3/4 FNPTx 3/4 FGHT Brass Swivel | Official Tucker SKU: 63027 | Category: Catalog,Tucker > Catalog,Tucker,3/4 FNPTx 3/4 FGHT Brass Swivel | Catalog | AZ Cleaning Supplies,3/4 FNPTx 3/4 FGHT Brass Swivel. Category: Catalog. Vendor code: 63027. Available at AZ Cleaning Supplies.,3-4-fnptx-3-4-fght-brass-swivel,,Hidden,Physical,,3/4 FNPTx 3/4 FGHT Brass Swivel | Catalog | AZ Cleaning Supplies,3/4 FNPTx 3/4 FGHT Brass Swivel. Category: Catalog. Vendor code: 63027. Available at AZ Cleaning Supplies.,N,N,N,N,10.93,,N,Y,N,Y,N,,,7.65,Tucker,63027,N,,,N,,,Y,,,N,,10.93
,3/4 x 1/2 Reducer Bushing,3/4 x 1/2 Reducer Bushing,Regular,,63024,3/4 x 1/2 Reducer Bushing | Official Tucker SKU: 63024 | Category: Catalog,Tucker > Catalog,Tucker,3/4 x 1/2 Reducer Bushing | Catalog | AZ Cleaning Supplies,3/4 x 1/2 Reducer Bushing. Category: Catalog. Vendor code: 63024. Available at AZ Cleaning Supplies.,3-4-x-1-2-reducer-bushing,,Hidden,Physical,1.001,3/4 x 1/2 Reducer Bushing | Catalog | AZ Cleaning Supplies,3/4 x 1/2 Reducer Bushing. Category: Catalog. Vendor code: 63024. Available at AZ Cleaning Supplies.,N,N,N,N,6.83,,N,Y,N,Y,N,,,4.79,Tucker,63024,N,,,N,,,Y,,,N,,6.83
,3/4 x 3/4 MGHT x MPT,3/4 x 3/4 MGHT x MPT,Regular,,63026,"This is the brass fitting used for the outlet of the Tucker® 3 stage RO/DI cart. If you need a replacement for that fitting, this is it. 3/4"" male NPT x 3/4"" male garden hose thread.",Tucker > Catalog,Tucker,3/4 x 3/4 MGHT x MPT | Catalog | AZ Cleaning Supplies,"This is the brass fitting used for the outlet of the Tucker® 3 stage RO/DI cart. If you need a replacement for that fitting, this is it. 3/4"" male NPT x 3/4""...",3-4-mpt-x-3-4-mght,,Hidden,Physical,1.001,3/4 x 3/4 MGHT x MPT | Catalog | AZ Cleaning Supplies,"This is the brass fitting used for the outlet of the Tucker® 3 stage RO/DI cart. If you need a replacement for that fitting, this is it. 3/4"" male NPT x 3/4""...",N,N,N,N,10.55,,N,Y,N,Y,N,,,7.39,Tucker,63026,N,,,N,,,Y,,,N,,10.55
,"3/4"" Female x 3/4"" Female GHT Swivel","3/4"" Female x 3/4"" Female GHT Swivel",Regular,,63051,"3/4"" Female x 3/4"" Female GHT Swivel | Official Tucker SKU: 63051 | Category: Catalog",Tucker > Catalog,Tucker,"3/4"" Female x 3/4"" Female GHT Swivel | Catalog | AZ Cleaning Supplies","3/4"" Female x 3/4"" Female GHT Swivel. Category: Catalog. Vendor code: 63051. Available at AZ Cleaning Supplies.",3-4-female-x-3-4-female-ght-swivel,,Hidden,Physical,,"3/4"" Female x 3/4"" Female GHT Swivel | Catalog | AZ Cleaning Supplies","3/4"" Female x 3/4"" Female GHT Swivel. Category: Catalog. Vendor code: 63051. Available at AZ Cleaning Supplies.",N,N,N,N,14.04,,N,Y,N,Y,N,,,9.83,Tucker,63051,N,,,N,,,Y,,,N,,14.04
,"3/4"" Female x 3/4"" Male GHT","3/4"" Female x 3/4"" Male GHT",Regular,,63052,"3/4"" Female x 3/4"" Male GHT | Official Tucker SKU: 63052 | Category: Catalog",Tucker > Catalog,Tucker,"3/4"" Female x 3/4"" Male GHT | Catalog | AZ Cleaning Supplies","3/4"" Female x 3/4"" Male GHT. Category: Catalog. Vendor code: 63052. Available at AZ Cleaning Supplies.",3-4-female-x-3-4-male-ght,,Hidden,Physical,,"3/4"" Female x 3/4"" Male GHT | Catalog | AZ Cleaning Supplies","3/4"" Female x 3/4"" Male GHT. Category: Catalog. Vendor code: 63052. Available at AZ Cleaning Supplies.",N,N,N,N,14.04,,N,Y,N,Y,N,,,9.83,Tucker,63052,N,,,N,,,Y,,,N,,14.04
,"3/4"" x 2"" Nipple","3/4"" x 2"" Nipple",Regular,,63053,"3/4"" x 2"" Nipple | Official Tucker SKU: 63053 | Category: Catalog",Tucker > Catalog,Tucker,"3/4"" x 2"" Nipple | Catalog | AZ Cleaning Supplies","3/4"" x 2"" Nipple. Category: Catalog. Vendor code: 63053. Available at AZ Cleaning Supplies.",3-4-x-2-nipple,,Hidden,Physical,,"3/4"" x 2"" Nipple | Catalog | AZ Cleaning Supplies","3/4"" x 2"" Nipple. Category: Catalog. Vendor code: 63053. Available at AZ Cleaning Supplies.",N,N,N,N,14.04,,N,Y,N,Y,N,,,9.83,Tucker,63053,N,,,N,,,Y,,,N,,14.04
,3/8 barb x 1/2 male thread,3/8 barb x 1/2 male thread,Regular,,63001,3/8 barb x 1/2 male thread | Official Tucker SKU: 63001 | Category: Catalog,Tucker > Catalog,Tucker,3/8 barb x 1/2 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/2 male thread. Category: Catalog. Vendor code: 63001. Available at AZ Cleaning Supplies.,3-8-barb-x-1-2-male-thread,,Hidden,Physical,,3/8 barb x 1/2 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/2 male thread. Category: Catalog. Vendor code: 63001. Available at AZ Cleaning Supplies.,N,N,N,N,5.38,,N,Y,N,Y,N,,,3.77,Tucker,63001,N,,,N,,,Y,,,N,,5.38
,3/8 barb x 1/4 male thread,3/8 barb x 1/4 male thread,Regular,,63002,3/8 barb x 1/4 male thread | Official Tucker SKU: 63002 | Category: Catalog,Tucker > Catalog,Tucker,3/8 barb x 1/4 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/4 male thread. Category: Catalog. Vendor code: 63002. Available at AZ Cleaning Supplies.,3-8-barb-x-1-4-male-thread,,Hidden,Physical,,3/8 barb x 1/4 male thread | Catalog | AZ Cleaning Supplies,3/8 barb x 1/4 male thread. Category: Catalog. Vendor code: 63002. Available at AZ Cleaning Supplies.,N,N,N,N,2.67,,N,Y,N,Y,N,,,1.87,Tucker,63002,N,,,N,,,Y,,,N,,2.67
,3/8 barb x 3/4 female GHT,3/8 barb x 3/4 female GHT,Regular,,63004,"Expertly designed for easy replacement for hose reels, this 3/8 barb x 3/4 female GHT fitting features a rust-resistant brass construction, ensuring durability for long-lasting use. Its 3/4"" female garden hose thread and barb end make it versatile and easy to use. Hose clamp not included.",Tucker > Catalog,Tucker,3/8 barb x 3/4 female GHT | Catalog | AZ Cleaning Supplies,"Expertly designed for easy replacement for hose reels, this 3/8 barb x 3/4 female GHT fitting features a rust-resistant brass construction, ensuring...",3-8-barb-x-3-4-female-ght,,Hidden,Physical,1.001,3/8 barb x 3/4 female GHT | Catalog | AZ Cleaning Supplies,"Expertly designed for easy replacement for hose reels, this 3/8 barb x 3/4 female GHT fitting features a rust-resistant brass construction, ensuring...",N,N,N,N,6.77,,N,Y,N,Y,N,,,4.74,Tucker,63004,N,,,N,,,Y,,,N,,6.77
,3/8 barb x 3/4 male GHT,3/8 barb x 3/4 male GHT,Regular,,63003,"Looking for a replacement male outlet fitting for your Tucker® Hand Carry Hose Reel? Look no further. 3/4"" Male x 3/8"" Barb",Tucker > Catalog,Tucker,3/8 barb x 3/4 male GHT | Catalog | AZ Cleaning Supplies,"Looking for a replacement male outlet fitting for your Tucker® Hand Carry Hose Reel? Look no further. 3/4"" Male x 3/8"" Barb Available at AZ Cleaning Supplies.",3-8-barb-x-3-4-male-ght,,Hidden,Physical,0.5,3/8 barb x 3/4 male GHT | Catalog | AZ Cleaning Supplies,"Looking for a replacement male outlet fitting for your Tucker® Hand Carry Hose Reel? Look no further. 3/4"" Male x 3/8"" Barb Available at AZ Cleaning Supplies.",N,N,N,N,6.77,,N,Y,N,Y,N,,,4.74,Tucker,63003,N,,,N,,,Y,,,N,,6.77
,3/8 Male x 3/8 Barb,"3/8"" Male x 3/8"" Barb",Regular,,63012,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels. 3/8"" Male x 3/8"" Barb",Tucker > Catalog,Tucker,"3/8"" Male x 3/8"" Barb | Catalog | AZ Cleaning Supplies","Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels. 3/8"" Male x 3/8""...",3-8-male-x-3-8-barb,,Hidden,Physical,1.001,"3/8"" Male x 3/8"" Barb | Catalog | AZ Cleaning Supplies","Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels. 3/8"" Male x 3/8""...",N,N,N,N,2.73,,N,Y,N,Y,N,,,1.91,Tucker,63012,N,,,N,,,Y,,,N,,2.73
,3/8 Pipe Thread x 1/2 PTF,3/8 Pipe Thread x 1/2 PTF,Regular,,62024,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems. 3/8"" Pipe Thread x 1/2"" Murlock",Tucker > Catalog,Tucker,3/8 Pipe Thread x 1/2 PTF | Catalog | AZ Cleaning Supplies,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems. 3/8"" Pipe Thread x 1/2"" Murlock Available at...",3-8-pipe-thread-x-1-2-ptf,,Hidden,Physical,,3/8 Pipe Thread x 1/2 PTF | Catalog | AZ Cleaning Supplies,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems. 3/8"" Pipe Thread x 1/2"" Murlock Available at...",N,N,N,N,4.45,,N,Y,N,Y,N,,,3.12,Tucker,62024,N,,,N,,,Y,,,N,,4.45
,3/8 PTF x 1/4 PTF Reducer,3/8 PTF x 1/4 PTF Reducer,Regular,,62006,3/8 PTF x 1/4 PTF Reducer | Official Tucker SKU: 62006 | Category: Catalog,Tucker > Catalog,Tucker,3/8 PTF x 1/4 PTF Reducer | Catalog | AZ Cleaning Supplies,3/8 PTF x 1/4 PTF Reducer. Category: Catalog. Vendor code: 62006. Available at AZ Cleaning Supplies.,3-8-ptf-x-1-4-ptf-reducer,,Hidden,Physical,,3/8 PTF x 1/4 PTF Reducer | Catalog | AZ Cleaning Supplies,3/8 PTF x 1/4 PTF Reducer. Category: Catalog. Vendor code: 62006. Available at AZ Cleaning Supplies.,N,N,N,N,2.67,,N,Y,N,Y,N,,,1.87,Tucker,62006,N,,,N,,,Y,,,N,,2.67
,3/8 Swivel for Tucker Reel,3/8 Swivel for Tucker Reel,Regular,,T-1935,3/8 Swivel for Tucker Reel | Official Tucker SKU: T-1935 | Category: Accessories,Tucker > Accessories,Tucker,3/8 Swivel for Tucker Reel | Accessories | AZ Cleaning Supplies,3/8 Swivel for Tucker Reel. Category: Accessories. Vendor code: T-1935. Available at AZ Cleaning Supplies.,3-8-swivel-for-tucker-reel,,Hidden,Physical,,3/8 Swivel for Tucker Reel | Accessories | AZ Cleaning Supplies,3/8 Swivel for Tucker Reel. Category: Accessories. Vendor code: T-1935. Available at AZ Cleaning Supplies.,N,N,N,N,157.46,,N,Y,N,Y,N,,,110.23,Tucker,T-1935,N,,,N,,,Y,,,N,,157.46
,3/8 x 1/2 PTF GAM,3/8 x 1/2 PTF GAM,Regular,,63011,3/8 x 1/2 PTF GAM | Official Tucker SKU: 63011 | Category: Catalog,Tucker > Catalog,Tucker,3/8 x 1/2 PTF GAM | Catalog | AZ Cleaning Supplies,3/8 x 1/2 PTF GAM. Category: Catalog. Vendor code: 63011. Available at AZ Cleaning Supplies.,3-8-x-1-2-ptf-gam,,Hidden,Physical,,3/8 x 1/2 PTF GAM | Catalog | AZ Cleaning Supplies,3/8 x 1/2 PTF GAM. Category: Catalog. Vendor code: 63011. Available at AZ Cleaning Supplies.,N,N,N,N,2.73,,N,Y,N,Y,N,,,1.91,Tucker,63011,N,,,N,,,Y,,,N,,2.73
,3/8in Close Nipple,3/8in Close Nipple,Regular,,63030,3/8in Close Nipple | Official Tucker SKU: 63030 | Category: Catalog,Tucker > Catalog,Tucker,3/8in Close Nipple | Catalog | AZ Cleaning Supplies,3/8in Close Nipple. Category: Catalog. Vendor code: 63030. Available at AZ Cleaning Supplies.,3-8in-close-nipple,,Hidden,Physical,,3/8in Close Nipple | Catalog | AZ Cleaning Supplies,3/8in Close Nipple. Category: Catalog. Vendor code: 63030. Available at AZ Cleaning Supplies.,N,N,N,N,2.00,,N,Y,N,Y,N,,,1.40,Tucker,63030,N,,,N,,,Y,,,N,,2.00
,30' ECO BARE POLE (no tips included),Tucker® - 30 Water Fed Pole - Bare,Regular,,ECO-30-BARE,"TUCKER® - 30 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the solution for you! We are now offering versions of all of our poles without the added accessories. No tips or accessories included. If you would like to include a Euro or ACME tip (or both), please click the links below and add them to your cart. Euro Tip ACME Tip Optional accessories for this pole include: The Tucker® Reach Around Gooseneck w/ Quick Release The Tucker® Swivel Assembly w/ Quick Release Tucker® Carbon Fiber Goosenecks Male and Female Quick Connect 5/16"" OD Pole Hose This economy line of carbon fiber water fed poles are built right here in the USA. Carbon fiber gives the Tucker® 30 excellent rigidity, allowing you to apply ample cleaning pressure while saving your body during those long summer days. All Tucker® window cleaning equipment is guaranteed to last, and we back it up with our well-known customer service....",Tucker > Water Fed Pole Parts,Tucker,Tucker® - 30 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 30 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",tucker-30-water-fed-pole-bare,,Hidden,Physical,10,Tucker® - 30 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 30 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",N,N,N,N,548.88,,N,Y,N,Y,N,,,384.22,Tucker,ECO-30-BARE,N,,,N,,,Y,,,N,,548.88
,"30"" Stainless Steel Housing","30"" Stainless Steel Housing",Regular,,20054-30-SS,"These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS), decals, fittings, plumbing, thread tape, or filters are not included.",Tucker > Accessories,Tucker,"30"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,30-stainless-steel-housing,,Hidden,Physical,5,"30"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,N,N,N,N,390.29,,N,Y,N,Y,N,,,273.20,Tucker,20054-30-SS,N,,,N,,,Y,,,N,,390.29
,300 foot Yellow 3/8 Hose with Garden Hose Fittings,"300' Length of Yellow 3/8"" ID Spot Free Hose",Regular,,T-3/8-300-YL,"300' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with brass male garden hose fitting on one end and female brass garden hose fitting on the other for easy connecting to our water systems and poles.",Tucker > Accessories,Tucker,"300' Length of Yellow 3/8"" ID Spot Free Hose | AZ Cleaning Supplies","300' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with...",300-foot-yellow-3-8-hose-with-garden-hose-fittings,,Hidden,Physical,35.001,"300' Length of Yellow 3/8"" ID Spot Free Hose | AZ Cleaning Supplies","300' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with...",N,N,N,N,297.41,,N,Y,N,Y,N,,,208.19,Tucker,T-3/8-300-YL,N,,,N,,,Y,,,N,,297.41
,30in Carbon Filter Insert,"4 x 30"" Filter Cartridge - Carbon",Regular,,20066-C,"Looking for a replacement carbon filter cartridge for 4x30"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x30"" housings from many manufacturers. Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process. Fits the H2Pro and 4060 New carbon filters must be flushed independently of other system components. Just disconnect the outlet tube from your carbon filter housing, point in a safe direction and run for 5 minutes. Black water will exit this tube. After flushing, remove plug and connect hose. You also must flush subsequent replacement carbon filters.",Tucker > Pure Water Systems,Tucker,"4 x 30"" Filter Cartridge - Carbon | Pure Water Systems | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x30"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x30"" housings from...",4-x-30-filter-cartridge-carbon,,Hidden,Physical,8.001,"4 x 30"" Filter Cartridge - Carbon | Pure Water Systems | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x30"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x30"" housings from...",N,N,N,N,116.17,,N,Y,N,Y,N,,,81.32,Tucker,20066-C,N,,,N,,,Y,,,N,,116.17
,30in Filter Insert (EMPTY),"4 x 30"" Filter Cartridge - Refillable",Regular,,20066,"Looking for a refillable filter cartridge for 4x30"" housings? This is it. These refillable cartridges fit the 4x30"" housings from many different manufacturers and the Tucker® Mobile DI System. Fill with our virgin bulk DI resin to save big on your filter cost. Holds 1/5 of a cubic foot of DI resin. Fits the H2Pro, 4060, and T-DI systems.",Tucker > Pure Water Systems,Tucker,"4 x 30"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x30"" housings? This is it. These refillable cartridges fit the 4x30"" housings from many different...",4-x-30-filter-cartridge-refillable,,Hidden,Physical,1.601,"4 x 30"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x30"" housings? This is it. These refillable cartridges fit the 4x30"" housings from many different...",N,N,N,N,57.87,,N,Y,N,Y,N,,,40.51,Tucker,20066,N,,,N,,,Y,,,N,,57.87
,30in Max-Flow Custom RO Membrane,"4 x 30"" Max-Flow Reverse Osmosis Membrane",Regular,,20066-RO,"The Tucker® 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today. What does this mean for you? If you replace your current (non - Tucker® branded) RO with our RO, you will instantly see more volume of water production. The Tucker® 4 x 30"" RO Membrane is the best choice for any system that utilizes a 30"" Membrane. Upgrade your RO system today! These 30"" RO Membranes are designed to operate at extremely low operating pressures making them the perfect choice for the Tucker® RO/DI systems as well as any other system on the market. Consider changing your RO membrane when it has begun to remove less than 80% of the impurities in the water. The fewer impurities the RO can remove, the more you will spend on DI filter replacements. This is the membrane used in the Tucker® 4060 System. Water Resistant Lubricant may be required and is available HERE",Tucker > Pure Water Systems,Tucker,"4 x 30"" Max-Flow Reverse Osmosis Membrane | AZ Cleaning Supplies","The Tucker® 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today. What does this mean for you? If you replace your...",4-x-30-max-flow-reverse-osmosis-membrane,,Hidden,Physical,6.001,"4 x 30"" Max-Flow Reverse Osmosis Membrane | AZ Cleaning Supplies","The Tucker® 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today. What does this mean for you? If you replace your...",N,N,N,N,714.08,,N,Y,N,Y,N,,,499.86,Tucker,20066-RO,N,,,N,,,Y,,,N,,714.08
,4 Stage 4060 Kit for Solar Panel Cleaning,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060,Regular,,T-SOLAR-4060,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 This professional-level pure water cleaning system features our powerful 4060 RO/DI cart with two 30"" RO membranes. This is the best equipment on the market for solar panel cleaning. We get many calls from people looking for a complete kit to get set up to clean solar panels, and we put this kit together specifically for that application. Each Tucker® 4060 4-Stage Pure Water Solar Panel Cleaning Kit comes standard with the following: The Tucker® Solar Boost 27' Reach water fed pole (100' Pole Tubing included) Tucker ® XL Alpha Badger Solar Brush Tucker® Hand Carry Hose Reel with 150' of premium water hose Tucker ® 4060 4-Stage RO/DI Cart Tucker® 4060 Mobile RO/DI Cart Tucker's commercial work horse! This system will produce more water than others making your cleaning time faster. Other systems on the market use a 40"" RO Membrane that can supply 1 pole on line pressure. Using (2) 40"" RO Membranes gives you more flow and...",Tucker > Catalog,Tucker,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 | AZ Cleaning Supplies,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 This professional-level pure water cleaning system features our powerful 4060 RO/DI cart with two 30""...",tucker-water-fed-pole-solar-panel-cleaning-kit-w-4060,,Hidden,Physical,125,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 | AZ Cleaning Supplies,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 This professional-level pure water cleaning system features our powerful 4060 RO/DI cart with two 30""...",N,N,N,N,6043.30,,N,Y,N,Y,N,,,4230.31,Tucker,T-SOLAR-4060,N,,,N,,,Y,,,N,,6043.30
