SKU,Item Name,Canonical Token,Duplicate Token,Vendor,Archived In Import
62001-M,1/2in stem x 1/2in ptf metal ELBOW,EAHISPPCHAWLWQCQY2RYBM6V,PFMMJBKB36ADFDYFZZZQ5JWI,Tucker,Y
63029,1/2in x 3/8in Brass Face Bushing,DKLOY7LIPLUX7XDV7ACTYKHW,3A6RQLZ6AKDF6ITHBUI2BVXI,Tucker,Y
63029,1/2in x 3/8in Brass Face Bushing,DKLOY7LIPLUX7XDV7ACTYKHW,ZOVOT64TBHDV2SYGIO3IROJX,Tucker,Y
63013,1/2x1/2x1/2 Stem Union T-Black,NDSUZ2DH2RT5OSSANHXG6DLK,GFACA5DIXDWVB47A7RUL36HE,Tucker,Y
63015,1/2x1/2x1/4 Tube Union Tee-Black,X3GE6F3R56MCPXE6IIJHLXCZ,ORCFRFGRGXRDWN3S5X6ASCXE,Tucker,Y
4257,"4257- 1/4"" MPT Nozzle 0 Degree 60 gpm",Q2RDBKMT7CJ5TFVVEEHVN53X,6YFZ7ZGCQAE3EOUAEMBAKIT7,Parts,Y
3755,"3755- 1/4"" 5 Degree 5.5 nozzle",BLHBSXBDA5UXJLC7WCHLRIRJ,I7R6TYFHVL6GRXYSIJ4N6WFH,Parts,Y
2485,"2485- 1/4"" MPT Nozzle 5 Degree 60 gpm",XIJG7C7P2OWLY4KO6YQVSIBN,4OUFLKL4NGMOIADEIP365YRU,Parts,Y
1151,"1/4"" MEG 1502",E2ON3PRKNYD3CPKXFTHEPVBD,5E4EYDS4WL73T2DO2NDPOVIF,Barens,Y
1687,"1/4"" MEG 15025",WQNHVKZCN4FBA47ZL4JMX3FI,4D5MCGLTDTBB7BKW5F4I3IZH,Barens,Y
1150,"1/4"" MEG 1503",RVMS3OTCIMM56W44SCMUJ2B7,5AYSOHCC4EGKKQOPXXPSDPKJ,Barens,Y
1148,"1/4"" MEG 15035",X25Z3SPFUBY4PZISB2TSBJQK,D6JWDBNPFPUE5KETCVK5WFIQ,Barens,Y
1146,"1/4"" MEG 1504",JGS6LBJB4OZQCLUT2OSUQSWH,LU7AMMZ4YGUTNHVLHDK47TFV,Barens,Y
1145,"1/4"" MEG 15045",75RZRVPTPFRECE5IYGELEEO4,YBJGVD3RGLGKKI2HDQKDPZSK,Barens,Y
1143,"1/4"" MEG 1505",DZT4GZ7M55IU5N6NA5N43Y6W,Q7Z72PDGOQJX335DRRDCPB46,Barens,Y
1142,"1/4"" MEG 15055",DBRZ3W343YFPBK7N43OJLMHZ,UQVFTHCJVORBGWAFV5XD5YMG,Barens,Y
1141,"1/4"" MEG 1506",MSHIHCWLU457WZ2BBEAQLDA4,YQMHCQR6DS4FFWB5ZAKPWSPU,Barens,Y
1768,"1/4"" MEG 2502",URZRJOWL6JD4GLG4OSM3EIEI,MDQ63KI7MCOACAWYHRDN7IQC,Barens,Y
2812,"1/4"" MEG 25025",P72OQOCNGMAP7RTMYWEOQ4N7,AH72XM5ZKFCAG7SH3EDYLKFW,Barens,Y
1769,"1/4"" MEG 2503",2EWYK5EW6J4NGBVQS6GCM5VI,4AGD7JSL2U36PN5NMU2E65PS,Barens,Y
1125,"1/4"" MEG 25035",63FGVJS7VF5SPOLTM6QFSJCR,SLYICQ3MOQXZSWDX2YIGMPVL,Barens,Y
1122,"1/4"" MEG 25045",2QQCFYVZLT2BA66O4FEBKNAX,F52REFSD6BXVEGYMIQ764RSM,Barens,Y
1121,"1/4"" MEG 2505",CXXWXEPDFB6UFVTZPK7GEUD7,DFXHRP2CD26ZJXOW6RW3BTUN,Barens,Y
1119,"1/4"" MEG 25055",FB5UO7IPYWX7NFVLC6M77U3G,42JNGWSLG5AZIKDQESGVODL5,Barens,Y
1118,"1/4"" MEG 2506",2VDOC6PXZEKUPI7NUPIWGGNA,XFSVVP6ES47GMRQHTI4KIFK4,Barens,Y
2735,"2735- 1/4"" MPT Nozzle 25 Degree 60 gpm",NRWLA2DTCEY2MP5UVPPCCWQP,EUUZKNSLRR5V3XZOYGLQDENS,Parts,Y
3235,"1/4"" MEG 4002",TCYMRCAPZT2YQZXICYDGE4GC,EH46D7B3KG747V2VYNPDQTGX,Barens,Y
1770,"1/4"" MEG 4003",YW5THEG2JEBGKLRY6JGHHQ7U,DMRHM2MFVKNJ3YE6JPRT4U25,Barens,Y
1771,"1/4"" MEG 40035",NPAK2NQEFFOTRSIIQK5RXNF2,P3K426GRASIFT7RNNY5RLY23,Barens,Y
1104,"1/4"" MEG 4004",2FBEPVF6ZX5OYG4ZAOXM7LJF,LI2LMXWOYFOQ2JAITKXWBEOA,Barens,Y
1103,"1/4"" MEG 40045",6IDASCGMKAUQ66YQNXRWS3M4,EHEI2KEI7VE3P4SP4XPS6BOS,Barens,Y
1102,"1/4"" MEG 4005",5P26QS7RVWNPFG5L4QTT45YX,4NRCWSY7RSJNJRNI3FDBX6SC,Barens,Y
1100,"1/4"" MEG 40055",BT7QJAFESX2ZCDR4VIWXWWGN,574XFW67O7XIICQZ3CKZMMRW,Barens,Y
1099,"1/4"" MEG 4006",USNTAKCYAOFZ2J4PMOESFZ5G,SU4XFY4SJEVT2YBTCYT3QX2J,Barens,Y
4026,"1/4"" MEG 6503",DNQD6U44AH4TUOQNKHZ2PSJD,7OHD52PSXES5IV2MDZ7XHI4F,Barens,Y
3788,"1/4"" MEG 6504",AFTBPJHUHXNNCLSXE2DPPBGM,RU2X42A3MQVO6LUMNYD57MSV,Barens,Y
3789,"1/4"" MEG 65045",QZPIWPT4EOAQ5EI6NNKTKWNS,522RCRERGJLVR4KBYSABTO25,Barens,Y
3790,"1/4"" MEG 6505",RVNEJZB6VHNTQANAPDADWYLC,WTSWTA7P7TNZNWG6HMOG6NXM,Barens,Y
3791,"1/4"" MEG 65055",3LP3SR4ZPVMYSN6ZB66SSM6X,O3R47UFXARI54BJ5RGAEVBJR,Barens,Y
3792,"1/4"" MEG 6506",FSVMSJOFKHNWPBUGQJL5WH3D,HWA3DMT7RJA2H472NKIHQDNR,Barens,Y
3793,"1/4"" MEG 65065",Y7NIJEZ7EMVBIJY3XNIJSWKD,3VI73SNKZWN3EA5ZJBK3RPYG,Barens,Y
3794,"1/4"" MEG 6507",TIPO3WHNQT4KILOT3XZ6ECSE,TLO5FETESPGPHERQSSBZKQJD,Barens,Y
3795,"1/4"" MEG 6508",A2G6KFTBOFCGMXSHCBERHRUB,OBAV6SPHD6WMVVOLXMKU7I63,Barens,Y
4836,"4836- 1/4"" MPT Nozzle 0 Degree 3.5 gpm 00035",G6IBGE3F6G5AO6OY7SHKCXVV,WMTW2RIHGM664YHVSM5TWQLA,Parts,Y
5841,"5841- 1/4"" MPT Nozzle 25 Degree 2.0 gpm",5L7IEWGGSOKOXSJCSJ7IX4PX,MCAWS7N2AACVDKENXKBR7T6B,Parts,Y
5846,"5846- 1/4"" MPT Nozzle 25 Degree 2.5 gpm",NE5GNDOFIMLXEKSB225HNAJQ,VS7LWWUVILRDBI7QOGUNUTQD,Parts,Y
5656,"5656- 1/4"" MPT Nozzle 25 Degree 3.0 gpm",LMVESVXGP5BLUZ54YZQZU6WT,GSPTVUCXAGONU54LV4T546AC,Parts,Y
5850,"5850- 1/4"" MPT Nozzle 25 Degree 4 gpm",CXRGW27WCVXIOSQ7PQZL3WKK,HUZ5ZNYKM6AGHL22OI4UOZOC,Parts,Y
5851,"5851- 1/4"" MPT Nozzle 25 Degree 4.5 gpm",QCXHVZM7R4CQHLBOYFHZCZ6T,6Z6XXMJLFJDG4VZQYGTVGPS3,Parts,Y
5852,"5852- 1/4"" MPT Nozzle 25 Degree 5 gpm",AKLUQFHWNOBO3UJQEKLPN3GI,PVE7P7W3SC6VHSRFTVCVXXCI,Parts,Y
4898,"4898- 1/4"" MPT Nozzle 25 Degree 5.5 gpm",HXPSXPOSVRTH7RDDIWHYEBXQ,7OBQT5LMUK2VOO76YY7D6QZM,Parts,Y
4911,"4911- 1/4"" MPT Nozzle 25 Degree 6 gpm",2LSHNY7Y7OTNPLOK2EVEOKEA,R4ISUA54I2RRSK6JOBD37DGL,Parts,Y
1820,"1/4"" GP Quick Nozzle 25 Degree",EXPFQTOX5D3IPM3KD7WO3D4P,JGFIN6WEC3ZKXB2IFHOK7KGN,Parts,Y
1825,"1/4"" GP Quick Nozzle 40 Degree",PG7DNNEBAMT5QQ3UVESZMDK7,54Z75ZP6RLU3KNP6UOX6RXJD,Parts,Y
2308,"1/4"" MPT Nozzle 1503",ARVZ2YDSPGZGWJU5PTPA5YJF,6YV5ONT3Q75OO5MVK4WCMNHI,Parts,Y
2309,"1/4"" MPT Nozzle 15035",YIZQZT6SHL4CRSNHY2P437QH,DWEJDC3HFCBCR7I4JQJ4GYTO,Parts,Y
62056,"1/4""M x 5/16"" PTF",3UZEFF3T775IPUI5Z6AO2TT4,UNO7EHWQKZQVSFKDWDAOAPSW,Tucker,Y
SORBO-S1269,"10"" Quicksilver Channel 90 degree w/ end clips",YZLFUVXGC4ELRD3WNYMZYELG,PSY3OLQAVZLFC3URUADYHFV7,Tucker,Y
5715,Cat Pump Model: 1050,MTTEV72RNRIL3QYYXZBKBNQ2,FHT4HO32UZQ7EABV2CMHZSHB,Parts,Y
12015,12 volt waterproof rocker switch,RVUD7FQTKWWQXAP7J6JW7Z7J,QMLA4WXHWUXZDBI5JU3PQL67,Tucker,Y
1351,1351- Delavan Fuel Nozzle Type A Hollow Core 80A 2.50 GPH,EMOVAHRVRULOZ44GDOXRUNBG,UTPIAQ2OUS34MLHGB42SVWLF,Parts,Y
SORBO-S1277,"14"" Quicksilver Channel 40 degree w/ end clips",VUKHCVALBRCCQWBNYB7JJSNC,WI4FTWPHERY2XRTPIIU4U2GH,Tucker,Y
1416,1416- GP Repair Kit #1 Check Valve,QNAQU2YMUUALCUCBSJNTYXMD,F7GFSKEM5FI45SHLVHYEW5AR,Parts,Y
ECO-15-BARE,15' ECO BARE POLE (no tips included),GZA33MOYET3TJYJCIKCKZVAR,RFZBS6OOKPMVEJXAOJXQRTAV,Tucker,Y
T-3/8-150-YL,150 foot Yellow 3/8 Hose with Garden Hose Fittings,E7MAVSDN3VKLQFCIKYFIHA5J,U36WGKTSP2T3CNKUYEBQPXVL,Tucker,Y
1559,1559- 5/16 Plastic Fuel Filter,F4VTLSJKR4ZY6V4JHJYGTNDC,MC4YZOODLZOYAHO6EFDTE567,Parts,Y
6730,"16"" water broom w/o nozzles",PTPTRVCTGB7ZCVMOB4P55JV4,G2KZLLRHJMMYE2JMASQMTCXV,Tools,Y
V16X2,"16"" x 2"" Velcro Strip (Single strip)",3NWNHZSBFGJ2PDS2FVURCLQC,AJBKDFTUSGDQLKEESK6B2KUV,Tucker,Y
1627,1627- 304 Plug - 1/4MPT,YOHUJEXDEUZUMDFBJVGTXZXW,PLLHKRAYWJ4EAIXYKTHZQRBX,Parts,Y
1699,1699- ST-54 Suttner Steel Dual Lance,MR2LZZLM3K5VPCXADGODBUP3,WNTFHYGYQMJSIV3MVV4TUGY3,Parts,Y
6786,"18"" Pistol Grip & Lance w/ Brass Nozzle",LWPVJGQ2BQE3DJGHVMRESDMV,U2EH3MSYJT4CT5R7G5XTTFPD,Tools,Y
SORBO-S1285,"18"" Quicksilver Channel 40 degree w/ end clips",AU75CSSCNDQEO556QU2UDTMT,42NJVATOQAX3LOR3HDCSHJTZ,Tucker,Y
1888,1888- Quick Change Nozzle - 25 Degree - 8GPM,4VARJUUOWKGN2ZMC2OJDQHDH,DUIKGIDRUW4KOPHVVRJGCFCS,Parts,Y
1889,1889- Giant Pressure Relief Valve 2400-3600 PSI 3/8 MPT,GAVPQD4YTDJOEQBHG6BDJBSJ,GYWOSP4JOMJ7CTZQBJA6YILW,Parts,Y
11031-STEEL,1in Square Plastic Plug for Steel Frame,J632H7KHYKZTKFVW6Y44MB5Z,UVSH3QXW5O4ZZT3TXK5VLIRM,Tucker,Y
ECO-40-EXT,2 Piece Ext Kit w/ Sec ECO-6 and ECO-7,RF4RNMYVKCOYYVXRMMTBES6N,6O5MDSJPAFKOIACG3E3VA7RW,Tucker,Y
ECO-40-EXT,2 Piece Ext Kit w/ Sec ECO-6 and ECO-7,RF4RNMYVKCOYYVXRMMTBES6N,GR5DPVQNV4EDG2KMKQM4K2DG,Tucker,Y
ECO-50-EXT,2 Piece Ext Kit w/ Sec ECO-8 and ECO-9,YUZDLGQQ2TIB7H4DE3T6EJPP,TU5BDTBMPDSMEHQ5NSMBXIBW,Tucker,Y
ECO-50-EXT,2 Piece Ext Kit w/ Sec ECO-8 and ECO-9,YUZDLGQQ2TIB7H4DE3T6EJPP,YMXFIKXJDEMCTVW2XXWUGKYP,Tucker,Y
ECO-MINI-EXT,2 Piece Extension for ECO-MINI,RXL2KJC72FHIDC2YRKO65QMY,ZL7HNJWRCEQRFTFDULQIVRDC,Tucker,Y
ECO-MINI-EXT,2 Piece Extension for ECO-MINI,RXL2KJC72FHIDC2YRKO65QMY,XJTSSXCJHTFVCGH2ZKAIZ7X6,Tucker,Y
T-LOCT-UGK,2 piece kit for upgrading to Loct System,75CKMW5R5N43CU2YOWSHZYIN,QNV3CKSOO7AD3IREZC445H3I,Tucker,Y
V10X2,"2""x10"" Velcro Strip",TVICNLPQK2HJV7DHUFPWLYWA,SGFD37YKZ4GZDA6WISXF2KQZ,Tucker,Y
V10X2,"2""x10"" Velcro Strip (Single strip)",TVICNLPQK2HJV7DHUFPWLYWA,6FP4JA4I3RPJSZGWIGXUZOIU,Tucker,Y
2211,2.3mm 5-8 gpm downstream injector,4WPVYDTY3O2WXQ5GTI57WOCC,HGVNMXPECPZFAKDMOMXZZH4O,Barens,Y
20047-CLR,2.5in x 10in CLEAR Housing w/ 1/2in inlets,RDLV7EOFBPXODCIDJMK6KG2T,5GVYD4KEYS3B37HK5PEG35AM,Tucker,Y
20026,2.5in x 10in Carbon Filter,XXU52ZDCLYJDX3KO6KWHR3XM,I75UH5FLPQ74EA3HH4CT6TZN,Tucker,Y
20026,2.5in x 10in Carbon Filter,XXU52ZDCLYJDX3KO6KWHR3XM,QD7OZP6STDLQEC42LILLAY5K,Tucker,Y
20026-CK,2.5in x 10in Carbon Filter / Chloramine Killer,WE5NTNBNJHLSNK5UVKBGMMSH,TQOU4KZQBDGVBRXANT6NZPRC,Tucker,Y
20026-CK,2.5in x 10in Carbon Filter / Chloramine Killer,WE5NTNBNJHLSNK5UVKBGMMSH,26NKNBMUNMLSCM7GB5U6LWAL,Tucker,Y
20025,2.5in x 10in Sediment Filter,7BB2U3GBZRE6YMAUGKJ4TUET,GYBBZLCYUALU2XOCN3R22DYX,Tucker,Y
TUCKER-2-5IN-X-10IN-SEDIMENT-FILTER,2.5in x 10in Sediment Filter,YRH4LBCF7Z2NYBMXWS2CZ6W5,N4AWKEC3JHK4JLWSI25FM2WD,Tucker,Y
20025/26,2.5in x 10in Sediment/Carbon Filter,XKV4SRDQN6KLI55HPKDOCLNB,EERUGXL2QIWYQ62Y6TBWVUXN,Tucker,Y
20025/26,2.5in x 10in Sediment/Carbon Filter,XKV4SRDQN6KLI55HPKDOCLNB,K4RQ32E6IBHS5CM7ETUIVUM7,Tucker,Y
7166,"BE 20"" Whirl-A-Way Surface Cleaner with Casters",KGHRLEPVW5PD5AVQWJOZNRWC,TXX5UE2HLQYF6AE3ZWXKOKIS,Tools,Y
2024,2024- 304 Socket - 1/4FPT,5RKMGDJVUXERIQPNCNOM3NH3,HXYR62A2EOM6T2JYZE5ZMMDC,Parts,Y
2025,2025- 304 Socket - 3/8FPT,KQY3QAKL4UIIWLGBHPQKMWW2,I3HLO6UUOVO5CFF4SAI6CMHL,Parts,Y
2030,2030- In-Line Swivel 1/4 F x 1/4 M,35LSQUJ4BPAYKYXQ3LOBYJ3L,PTW5JWDM4PQ7WPVINEARCJS5,Parts,Y
20051,21in Filter Insert (EMPTY),IX25QWFCTRWB6ENHMIZNFTGP,4252YNPWBEAG5QRGKZFDT7C5,Tucker,Y
20051,21in Filter Insert (EMPTY),IX25QWFCTRWB6ENHMIZNFTGP,XD6ZHJ27XJC34KQM7EOWQAVE,Tucker,Y
20051-RO,21in Max-Flow Reverse Osmosis Membrane,DAQG4AU4HPMH72ROKZIGNORS,NFQ4Q34OX5WRTFAG56BKXJS3,Tucker,Y
20051-RO,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,DAQG4AU4HPMH72ROKZIGNORS,MJYQCU2JUG2O37LHREQBBUDM,Tucker,Y
2311,"2311- 1/4"" MPT Nozzle 25 Degree 3 gpm",YHG5SR4BUTCF66MZRKPBV4KJ,NRPF7KZNZIJ5XOXGVKKEUXKC,Parts,Y
2312,"2312- 1/4"" MPT Nozzle 25 Degree 3.5 gpm",RHCJHGEPPSVEWIKDIEUHSB2G,ME7ZKVAUNHO6H6AEMK746EWH,Parts,Y
2370,2370- 1/8 MPT  25030,IKZ3RT5HIT4NYCEIYM4RKX23,V6V4CMER2IWZBVQ7F2UXXHSV,Parts,Y
2388,2388- Suttner ST-36  Sludge Pump Kit,YWAXP4OT5PTPLUMLNKDLF3XY,U7V5FXBJYKBWCJ6DCXZFKMP3,Parts,Y
7168,"BE 24"" Whirl-A-Way Surface Cleaner with Casters",ZJ4Q3YLEOXYKVUAXA7FKPV6L,IQ7BSVU4R6S4EVAQKA7ZEQ2H,Tools,Y
5447,"24"" Zinc Plated Lance",ZAWNT463NAOOR472YPJCA5RT,SJ4R6VHY2OWJMR2CFFVPJ257,Tools,Y
2450,2450- 1/8 MPT  25020,XUZCY2W5T7I5CKCDUKQ64LOK,2K5R6Y423N7H5XQK4TBZJTBK,Parts,Y
2510,"2510- Steel Hex Nipple Male Pipe Thread 1/4""",DQ7FEKTL4PWEHDU6PYT3LNQ2,HABTFLZEID2XJGCKFJ6OIMSR,Parts,Y
2581,"2583-1/4"" Steel Hex Coupler / Female Pipe Thread",LASCSDRSB67PIZXP4GWMFUH6,FPJJFIB4FOVJ2QVBYUUIHXBT,Parts,Y
6401,6401- Stainless Steel Plug - 1/4FPT,ISYOIAZHFVKUFY2ESX75QWPN,D7E5ZT3LSLAO5K4MIX7SC3OQ,Parts,Y
3682,"28"" Spray Bar 4 tip for big guy",WXXO5Y25CN2SBACGP5KNIZUH,2E7LGPK7XGP4DEYTRFDCPSHU,Parts,Y
2900,2900- 3/8mpt x 1/4,ZERZKBT556KZSOU3LLYHTUTO,U3IDQVHL3QYIMA5NNRIX3XSI,Parts,Y
20025-3,3 pack of filters for hydrocart,RLBGAKNW5NCB3C5HYA26DRYA,67S7AHR3FSVYER3NR537EAUP,Tucker,Y
20025-3,3 pack of filters for hydrocart,RLBGAKNW5NCB3C5HYA26DRYA,LYCJBSPD25GYMURPTME3GHVZ,Tucker,Y
62029,3 way Valve - SmartWash,VRIXEJNXBWRIWIAJM64ETZF7,5R2UM6KWEBHMMZBFFNR3ZO2Y,Tucker,Y
62029,3 way Valve - SmartWash,VRIXEJNXBWRIWIAJM64ETZF7,N4LZOW5LI7WMTYL4JWIJ3ZGD,Tucker,Y
63027,3/4 FNPTx 3/4 FGHT Brass Swivel,NJGBTVYG5YM22W3OBS5ELNVU,4WHCLAPB6CTG2JFEZK5XBJJZ,Tucker,Y
63027,3/4 FNPTx 3/4 FGHT Brass Swivel,NJGBTVYG5YM22W3OBS5ELNVU,6KQ5HOUWQLKAXUWVQ4FLFQRQ,Tucker,Y
3512,3512- Garden Hose Couplings MGH x MPT 3/4 x 3/4,2UOO6ZT7XFRVQUIJN2W2ZSIV,DWKNKC7AOMJ3N3UNIVLDJZJ4,Parts,Y
63024,3/4 x 1/2 Reducer Bushing,VCFFZ6OYZV3DJ3GKQ5MF6JLX,7L7322J4XLSSFSUBWXT4XIZF,Tucker,Y
63024,3/4 x 1/2 Reducer Bushing,VCFFZ6OYZV3DJ3GKQ5MF6JLX,OPYZ2H3B5YUQTVXNZCA4FBPL,Tucker,Y
63026,3/4 x 3/4 MGHT x MPT,TYHFEAHJ6UVQKY6SPKSZ7J5P,YFVP5M65QB4MLIW6M63UOKR5,Tucker,Y
63026,3/4 x 3/4 MGHT x MPT,TYHFEAHJ6UVQKY6SPKSZ7J5P,N4IW52DESS3DAYNKFJN2MDIG,Tucker,Y
63051,"3/4"" Female x 3/4"" Female GHT Swivel",6TIY4UKFJ6SNN6AAGBJ2XE72,UODYJ2CIHD25JWPVMAWDL3MM,Tucker,Y
63052,"3/4"" Female x 3/4"" Male GHT",ZUNQUAUP2SKK36SKUZK2BU2T,V6KPYYDZSS3HIIDHUDXWF6QV,Tucker,Y
63053,"3/4"" x 2"" Nipple",UIV3GT235FLYDBK43SQINDVU,PLQETENRBRMNLUYFS6Y2XAD5,Tucker,Y
63012,3/8 Male x 3/8 Barb,VYXTAKGUNW5CYT5EZUW4W3QN,R4WGMOZNSTOS4Q4KCHJQFMQ4,Tucker,Y
63012,3/8 Male x 3/8 Barb,VYXTAKGUNW5CYT5EZUW4W3QN,XAAFIP6AGPMXLUFPGGLLVGGD,Tucker,Y
62006,3/8 PTF x 1/4 PTF Reducer,LUIT24INFQ6M33PS6ZKB2T37,TFZCAHHKV7H6BSMYYWP66VMA,Tucker,Y
62006,3/8 PTF x 1/4 PTF Reducer,LUIT24INFQ6M33PS6ZKB2T37,C3PUMZRLJOL6STUEJZNM4B6C,Tucker,Y
62024,3/8 Pipe Thread x 1/2 PTF,52DLP67ROUDLBE22AXZZCEWR,CAKPH34CWCVRXBPAZCMSF3SW,Tucker,Y
62024,3/8 Pipe Thread x 1/2 PTF,52DLP67ROUDLBE22AXZZCEWR,4CO3RCN7XNRXTTYCESKORAO2,Tucker,Y
D10126,3/8 Plug x 1/2 MPT Stainless Steel Quick Connect Fitting,VLDBEZALKYVUOVEQQ4OOHCOS,4AV2B7353U7XVG6VVLUHDIPJ,Manatee,Y
T-1935,3/8 Swivel for Tucker Reel,PHOUANMRMJO5M4TAPRFLVFZS,3LJUHVWOJ5JKIATTU7QKXZXX,Tucker,Y
T-1935,3/8 Swivel for Tucker Reel,PHOUANMRMJO5M4TAPRFLVFZS,HGDXEQ46JGINHD4UQ6RAUGJC,Tucker,Y
63001,3/8 barb x 1/2 male thread,NJRQVKOL66ZC2777REWWCMZT,HC7UBOF6PY6JLKIISACRXJGT,Tucker,Y
63001,3/8 barb x 1/2 male thread,NJRQVKOL66ZC2777REWWCMZT,PPXMFLPE2PAO23W4ETKMPEJJ,Tucker,Y
63002,3/8 barb x 1/4 male thread,UBS7TEWFTGLYJ3ZEMZJVTJFB,HMPSNEVPEM2G2RNAJGU4WNSA,Tucker,Y
63002,3/8 barb x 1/4 male thread,UBS7TEWFTGLYJ3ZEMZJVTJFB,OK6NAALHDLUSBJN5G32WXF26,Tucker,Y
63004,3/8 barb x 3/4 female GHT,IROL5DA6MUYB6VWHY74SWOJ2,FN4QEG63MKOKCH76ZGXAUFOK,Tucker,Y
63004,3/8 barb x 3/4 female GHT,IROL5DA6MUYB6VWHY74SWOJ2,QUQI6C3PA2TBJJPAK4BRVKTU,Tucker,Y
63003,3/8 barb x 3/4 male GHT,MOV2N5TJCHICMJLS6E3HRH63,E3Y7IOQKKP66J7TJAFLOWD3O,Tucker,Y
63003,3/8 barb x 3/4 male GHT,MOV2N5TJCHICMJLS6E3HRH63,IQOTLDTFIOS4CVOGPE7PJQI4,Tucker,Y
63011,3/8 x 1/2 PTF GAM,UNQEBLII7WDFRWPYKMDDLFAC,3FYB3GBSGIV6M3VQUGQFDPRT,Tucker,Y
63011,3/8 x 1/2 PTF GAM,UNQEBLII7WDFRWPYKMDDLFAC,BU3UDAQOJCQR64Q6QY24KEHJ,Tucker,Y
6754,"3/8"" F x3/8"" M Stainless Steel Swivel",6CI3LWTUZA62Z4O6CGH6PQQB,SMLPGMUTLZSIIUMSTLVEQMMZ,Parts,Y
2579,"3/8"" x 1/4"" MPT Steel Adapter",TOG2CMTDO7XU5YM6VLQXKGSA,AXUREJMIQIJJHJBZV7GMQTIL,Parts,Y
6977,"3/8"" x 100' w/QC",SYUF5QLDK6I32PVSSZBSDYKW,XG72KDWIYJSZHDU2LDTI7PNA,Tools,Y
63030,3/8in Close Nipple,BFXKVO7LMX4GYR3PH7ZPO2PE,LRECTTGY3VATLJPQFFYKUPTR,Tucker,Y
63030,3/8in Close Nipple,BFXKVO7LMX4GYR3PH7ZPO2PE,43RN63THKKQGIZKI53TCTUVM,Tucker,Y
20054-30-SS,"30"" Stainless Steel Housing",CSUTL2N7YYTWGSNSLVY3DWSL,JWXBEJQOBA3LPJXR5SNCMMLT,Tucker,Y
20054-30-SS,"30"" Stainless Steel Housing",CSUTL2N7YYTWGSNSLVY3DWSL,YLHNJ34ZMKLQSXJRICCE3BGK,Tucker,Y
ECO-30-BARE,30' ECO BARE POLE (no tips included),XDAVNEEBAXRCTS37DQF3J2ZZ,ID3UCPYHRKRARI4ESWM46TQN,Tucker,Y
T-3/8-300-YL,300 foot Yellow 3/8 Hose with Garden Hose Fittings,M5D47LVPIPIB5QHZPSOK4QOV,6N5KF2IO7UJKTJI3KSKZTGRV,Tucker,Y
5747,"5747- Hex Bushing 1/2"" MPT x 1/4"" FPT",3PHUJUYR2NBKKGZQ5NNP7PIQ,FPWY673OGJIN3RN2T5OIZYPL,Parts,Y
5788,"5788- Hex Bushing 3/4"" MPT x 1/4"" FPT",ZITGHAVLHFWRSJMVH56RP2RT,DT5LHSH4E3MWHRBOGAGCMW55,Parts,Y
5750,"5750- Hex Bushing 3/4"" MPT x 1/2"" FPT",MLKEOJLXMZI7FF7WMFMZTID4,KXMJ25OHE2PQ4PFYZNYYFHYQ,Parts,Y
5748,"5748- Hex Bushing 3/4"" MPT x 3/8"" FPT",YZE4AXFINNEVLHUQ22AM4JPI,7BR2DDVTQHAWMIFOPSA5OY2L,Parts,Y
5203,"5203- Hex Bushing 3/8"" MPT x 1/4"" FPT",CFUPHJX76WR3IAIFF47ISGDB,VXRNNNKRN56R23KW75KPHVRZ,Parts,Y
5200,5200- Hex Nipple 1/4 MPT,RCKJ6PL2OOWVECQZOTM43ERS,SWCHTACERFYLY7OU77O7JUTT,Parts,Y
5221,"5221- 1/4"" x 1.5"" MPT X MPT Nipple",VSHIY5QPXEQBRU6BSHDE3ANL,S2HUUJIABUM4JZDV42GMJ2KP,Parts,Y
5771,"5771- 1/4"" x 2.5"" MPT X MPT Nipple",IQXX25IBNCNONBJ57Q4LUISC,LRZXOEQOCSE2YZUH2M2KLABE,Parts,Y
20066-C,30in Carbon Filter Insert,QJGXFZOH35QPEVPFRZHETWJG,WIIBY6XQI2BM2QROHZWS2L64,Tucker,Y
20066-C,30in Carbon Filter Insert,QJGXFZOH35QPEVPFRZHETWJG,NZX3CCUNNVNUBHXW33HJ6TFQ,Tucker,Y
20066,30in Filter Insert (EMPTY),K3YRK2UZEG6XSQWIVXKC3TV6,2BUKLOHMKZHARTP7WOOZC3XY,Tucker,Y
20066,30in Filter Insert (EMPTY),K3YRK2UZEG6XSQWIVXKC3TV6,AASIJ5NTPTNLMBCGNGLZGANL,Tucker,Y
20066-RO,30in Max-Flow Custom RO Membrane,H4S47ETF2SMTD4ZS37FHQ45H,QZ6EBZQZAK6IJYE7W75RRURU,Tucker,Y
20066-RO,30in Max-Flow Custom RO Membrane,H4S47ETF2SMTD4ZS37FHQ45H,3L6XIIPD2LXIJDXNNVFWSANQ,Tucker,Y
3352,"3352- Steel Allen Head Plug 1/4"" MPT",HEVSEV2KJVE6JCWXSK6GZQPG,VJVPCD4CFUZPZSZ3B24VUSMP,Parts,Y
3469,3469- handle,4OTKKLSCBBW6BNV7UWFZ2WQI,TGEGZ5G4RFL33JIDA4Y5IOLY,Parts,Y
