Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,"Pair of 2""x10"" Velcro Strips",Replacement Velcro for Alpha Scrubber STD Size,Regular,,T-VELCRO-10X2,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for replacing the complete backing on the standard size Alpha Scrubber.",Tucker > Catalog,Tucker,Replacement Velcro for Alpha Scrubber STD Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",pair-of-2x10-velcro-strips,,Hidden,Physical,0.051,Replacement Velcro for Alpha Scrubber STD Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",N,N,N,N,7.55,,N,Y,N,Y,N,,,5.29,Tucker,T-VELCRO-10X2,N,,,N,,,Y,,,N,,7.55
,"Pair of 2""x16"" Velcro Strips",Replacement Velcro for Alpha Scrubber XL Size,Regular,,T-VELCRO-16X2,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for replacing the complete backing on the XL size Alpha Scrubber.",Tucker > Catalog,Tucker,Replacement Velcro for Alpha Scrubber XL Size | Catalog | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",pair-of-2x16-velcro-strips,,Hidden,Physical,0.02,Replacement Velcro for Alpha Scrubber XL Size | Catalog | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",N,N,N,N,20.18,,N,Y,N,Y,N,,,14.13,Tucker,T-VELCRO-16X2,N,,,N,,,Y,,,N,,20.18
,Pair Small Diameter Pencil Jet,Pair Of Tucker® Euro Brush Pencil Jets,Regular,,50006-PS,These pencil jets are designed to fit into the Tucker® euro style brushes. Simply hammer them into the hole provided in the brush to install them. They are sold in a pair. Tubing and/or fittings to connect are not included and are sold separately.,Tucker > Catalog,Tucker,Pair Of Tucker® Euro Brush Pencil Jets | Catalog | AZ Cleaning Supplies,These pencil jets are designed to fit into the Tucker® euro style brushes. Simply hammer them into the hole provided in the brush to install them. They are...,pair-of-tucker-euro-brush-pencil-jets,,Hidden,Physical,1.001,Pair Of Tucker® Euro Brush Pencil Jets | Catalog | AZ Cleaning Supplies,These pencil jets are designed to fit into the Tucker® euro style brushes. Simply hammer them into the hole provided in the brush to install them. They are...,N,N,N,N,16.39,,N,Y,N,Y,N,,,11.48,Tucker,50006-PS,N,,,N,,,Y,,,N,,16.39
,Pigtail Inlet,Pigtail Inlet,Regular,,20019,Pigtail Inlet | Official Tucker SKU: 20019 | Category: Catalog,Tucker > Catalog,Tucker,Pigtail Inlet | Catalog | AZ Cleaning Supplies,Pigtail Inlet. Category: Catalog. Vendor code: 20019. Available at AZ Cleaning Supplies.,pigtail-inlet,,Hidden,Physical,,Pigtail Inlet | Catalog | AZ Cleaning Supplies,Pigtail Inlet. Category: Catalog. Vendor code: 20019. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,20019,N,,,N,,,Y,,,N,,20.49
,Pigtail Inlet/Outlet Kit,Pigtail Inlet/Outlet Kit,Regular,,20028,Pigtail Inlet/Outlet Kit | Official Tucker SKU: 20028 | Category: Catalog,Tucker > Catalog,Tucker,Pigtail Inlet/Outlet Kit | Catalog | AZ Cleaning Supplies,Pigtail Inlet/Outlet Kit. Category: Catalog. Vendor code: 20028. Available at AZ Cleaning Supplies.,pigtail-inlet-outlet-kit,,Hidden,Physical,,Pigtail Inlet/Outlet Kit | Catalog | AZ Cleaning Supplies,Pigtail Inlet/Outlet Kit. Category: Catalog. Vendor code: 20028. Available at AZ Cleaning Supplies.,N,N,N,N,40.99,,N,Y,N,Y,N,,,28.70,Tucker,20028,N,,,N,,,Y,,,N,,40.99
,Pigtail Outlet,Pigtail Outlet,Regular,,20020,Pigtail Outlet | Official Tucker SKU: 20020 | Category: Catalog,Tucker > Catalog,Tucker,Pigtail Outlet | Catalog | AZ Cleaning Supplies,Pigtail Outlet. Category: Catalog. Vendor code: 20020. Available at AZ Cleaning Supplies.,pigtail-outlet,,Hidden,Physical,,Pigtail Outlet | Catalog | AZ Cleaning Supplies,Pigtail Outlet. Category: Catalog. Vendor code: 20020. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,20020,N,,,N,,,Y,,,N,,20.49
,Plastic Euro Tip for #1 Clamp,Tucker® Euro Tip,Regular,,T-EURO-TIP-PLASTIC,"The all new Tucker® euro tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Lightweight and strong, these are a great way to create a quick release option at the tip of the poles for removing and storing brushes and changing out the various Tucker® water fed pole brushes. There is a hole through the tip to allow for the feeding of your water fed pole tubing up the tip and into your brushes. Also available is an ACME version that will turn any Tucker® carbon fiber water fed pole into a trad pole. You can find the ACME tip here: ACME tip for converting to a trad pole",Tucker > Water Fed Pole Parts,Tucker,Tucker® Euro Tip | Water Fed Pole Parts | AZ Cleaning Supplies,The all new Tucker® euro tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Lightweight and strong...,tucker-euro-tip,,Hidden,Physical,1.001,Tucker® Euro Tip | Water Fed Pole Parts | AZ Cleaning Supplies,The all new Tucker® euro tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Lightweight and strong...,N,N,N,N,7.56,,N,Y,N,Y,N,,,5.30,Tucker,T-EURO-TIP-PLASTIC,N,,,N,,,Y,,,N,,7.56
,Plastic Nut for Strain Relief,"1/2"" Strain Relief Nut",Regular,,12009-NUT,"Replacement Nut for holding part number 62002-P to H2Pro, 4060, and Max Output Manifolds.",Tucker > Catalog,Tucker,"1/2"" Strain Relief Nut | Catalog | AZ Cleaning Supplies","Replacement Nut for holding part number 62002-P to H2Pro, 4060, and Max Output Manifolds. Available at AZ Cleaning Supplies.",1-2-strain-relief-nut,,Hidden,Physical,0.5,"1/2"" Strain Relief Nut | Catalog | AZ Cleaning Supplies","Replacement Nut for holding part number 62002-P to H2Pro, 4060, and Max Output Manifolds. Available at AZ Cleaning Supplies.",N,N,N,N,2.46,,N,Y,N,Y,N,,,1.72,Tucker,12009-NUT,N,,,N,,,Y,,,N,,2.46
,Plastic Rinse Bar XL,Tucker® Over the Top Rinse Bar Large PLASTIC,Regular,,T-OTT-XL-V2-P,The Tucker® Over the Top Rinse Bar is made of high-quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow covers the entire width of the brush. Easily attaches to any of the USA Made Tucker® brushes. This version is designed to fit our XL brush models. *BRUSH is NOT included **Not designed for other brand brushes,Tucker > Catalog,Tucker,Tucker® Over the Top Rinse Bar Large PLASTIC | Catalog | AZ Cleaning Supplies,The Tucker® Over the Top Rinse Bar is made of high-quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow...,tucker-over-the-top-rinse-bar-large-plastic,,Hidden,Physical,1.001,Tucker® Over the Top Rinse Bar Large PLASTIC | Catalog | AZ Cleaning Supplies,The Tucker® Over the Top Rinse Bar is made of high-quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow...,N,N,N,N,63.12,,N,Y,N,Y,N,,,44.19,Tucker,T-OTT-XL-V2-P,N,,,N,,,Y,,,N,,63.12
,Pressure Regulator 5 1/2 Ports,5 Port Pressure Regulator,Regular,,12003,"This is the pressure regulator found on many of the Tucker® RO/DI systems. Bolts into place on existing frames in the event your pressure regulator has failed. Accepts a pressure gauge to monitor performance. 1/2"" female threads on 5 inlets and a 1/4"" female threaded inlet (for pressure gauge). Fittings not included.",Tucker > Catalog,Tucker,5 Port Pressure Regulator | Catalog | AZ Cleaning Supplies,This is the pressure regulator found on many of the Tucker® RO/DI systems. Bolts into place on existing frames in the event your pressure regulator has...,5-port-pressure-regulator,,Hidden,Physical,1.001,5 Port Pressure Regulator | Catalog | AZ Cleaning Supplies,This is the pressure regulator found on many of the Tucker® RO/DI systems. Bolts into place on existing frames in the event your pressure regulator has...,N,N,N,N,107.96,,N,Y,N,Y,N,,,75.58,Tucker,12003,N,,,N,,,Y,,,N,,107.96
,Reach Around ACME Piece,Tucker® Reach Around Adapter,Regular,,40015,"Made in the USA from high impact plastic. Male acme thread accepts accessories like the Tucker® Mini Scrubber , Doodlebugs, traditional squeegee tools and more to aid in cleaning. Fits all adjustable Tucker® goosenecks.",Tucker > Catalog,Tucker,Tucker® Reach Around Adapter | Catalog | AZ Cleaning Supplies,"Made in the USA from high impact plastic. Male acme thread accepts accessories like the Tucker® Mini Scrubber , Doodlebugs, traditional squeegee tools and...",tucker-reach-around-adapter,,Hidden,Physical,1.001,Tucker® Reach Around Adapter | Catalog | AZ Cleaning Supplies,"Made in the USA from high impact plastic. Male acme thread accepts accessories like the Tucker® Mini Scrubber , Doodlebugs, traditional squeegee tools and...",N,N,N,N,12.30,,N,Y,N,Y,N,,,8.61,Tucker,40015,N,,,N,,,Y,,,N,,12.30
,Reach Around Gooseneck,Tucker® Reach Around Gooseneck V1,Regular,,40001-V1,The Tucker® Reach Around Gooseneck is designed to thread onto the tip of your Tucker® water fed pole. It accepts both Tucker® brushes threaded onto the black euro male thread as well as standard acme threaded accessories which thread onto the red acme male thread. Accessories easily thread onto the male tip allowing you to have extra scrubbing power on the back side of your brush. **Currently there are issues with raw plastic material and color may vary as a result**,Tucker > Accessories,Tucker,Tucker® Reach Around Gooseneck V1 | Accessories | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to thread onto the tip of your Tucker® water fed pole. It accepts both Tucker® brushes threaded onto the black...,tucker-reach-around-gooseneck-v1,,Hidden,Physical,1.001,Tucker® Reach Around Gooseneck V1 | Accessories | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to thread onto the tip of your Tucker® water fed pole. It accepts both Tucker® brushes threaded onto the black...,N,N,N,N,30.35,,N,Y,N,Y,N,,,21.25,Tucker,40001-V1,N,,,N,,,Y,,,N,,30.35
,Reach Around Gooseneck w/ Quick Release for #1 Clamp,Tucker® Reach Around Gooseneck V2,Regular,,40001-V2,The Tucker® Reach Around Gooseneck is designed to fit onto the tip of your Tucker® water fed pole. This design uses a quick release stem that attaches to the #1 clamp of your Tucker® pole for easy adjustment. This attachment accepts Tucker® brushes threaded onto the euro male thread and standard ACME threaded accessories which can be attached via the ACME male thread. Accessories easily thread onto the ACME tip allowing you to have extra scrubbing power on the back side of your brush.,Tucker > Water Fed Pole Parts,Tucker,Tucker® Reach Around Gooseneck V2 | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to fit onto the tip of your Tucker® water fed pole. This design uses a quick release stem that attaches to the...,tucker-reach-around-gooseneck-v2,,Hidden,Physical,1.001,Tucker® Reach Around Gooseneck V2 | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to fit onto the tip of your Tucker® water fed pole. This design uses a quick release stem that attaches to the...,N,N,N,N,30.35,,N,Y,N,Y,N,,,21.25,Tucker,40001-V2,N,,,N,,,Y,,,N,,30.35
,Reel Base for Tucker® Reels,Reel Base for Tucker® Reels,Regular,,T-RB,Brand new option from Tucker® The Reel Base from Tucker® allows you to secure your Tucker® reel and remove it any time you'd like. Simply mount the reel base to the surface of your choice and insert the reel into place. Locking latches keep the reel secure until you want to remove it. Lightweight and precise. Reel in photos not included!,Tucker > Accessories,Tucker,Reel Base for Tucker® Reels | Accessories | AZ Cleaning Supplies,Brand new option from Tucker® The Reel Base from Tucker® allows you to secure your Tucker® reel and remove it any time you'd like. Simply mount the reel base...,reel-base-for-tucker-reels,,Hidden,Physical,,Reel Base for Tucker® Reels | Accessories | AZ Cleaning Supplies,Brand new option from Tucker® The Reel Base from Tucker® allows you to secure your Tucker® reel and remove it any time you'd like. Simply mount the reel base...,N,N,N,N,223.82,,N,Y,N,Y,N,,,156.68,Tucker,T-RB,N,,,N,,,Y,,,N,,223.82
,Remote Control - One Shot,Remote Control - One Shot,Regular,,12030,Remote Control - One Shot | Official Tucker SKU: 12030 | Category: Catalog,Tucker > Catalog,Tucker,Remote Control - One Shot | Catalog | AZ Cleaning Supplies,Remote Control - One Shot. Category: Catalog. Vendor code: 12030. Available at AZ Cleaning Supplies.,remote-control-one-shot,,Hidden,Physical,,Remote Control - One Shot | Catalog | AZ Cleaning Supplies,Remote Control - One Shot. Category: Catalog. Vendor code: 12030. Available at AZ Cleaning Supplies.,N,N,N,N,239.15,,N,Y,N,Y,N,,,167.41,Tucker,12030,N,,,N,,,Y,,,N,,239.15
,Remote Fob for Digital Flow Controller,Remote Fob for Digital Flow Controller,Regular,,80004-FOB,This is a replacement remote fob for the Digital Flow Controller w/ Antenna used with the Tucker® Fill N Go System and DIY panel.,Tucker > Catalog,Tucker,Remote Fob for Digital Flow Controller | Catalog | AZ Cleaning Supplies,This is a replacement remote fob for the Digital Flow Controller w/ Antenna used with the Tucker® Fill N Go System and DIY panel. Available at AZ Cleaning...,remote-fob-for-digital-flow-controller,,Hidden,Physical,1.001,Remote Fob for Digital Flow Controller | Catalog | AZ Cleaning Supplies,This is a replacement remote fob for the Digital Flow Controller w/ Antenna used with the Tucker® Fill N Go System and DIY panel. Available at AZ Cleaning...,N,N,N,N,175.45,,N,Y,N,Y,N,,,122.82,Tucker,80004-FOB,N,,,N,,,Y,,,N,,175.45
,Remote Fob for ONE SHOT,Remote Fob for ONE SHOT,Regular,,12030-FOB,Remote Fob for ONE SHOT | Official Tucker SKU: 12030-FOB | Category: Catalog,Tucker > Catalog,Tucker,Remote Fob for ONE SHOT | Catalog | AZ Cleaning Supplies,Remote Fob for ONE SHOT. Category: Catalog. Vendor code: 12030-FOB. Available at AZ Cleaning Supplies.,remote-fob-for-one-shot,,Hidden,Physical,,Remote Fob for ONE SHOT | Catalog | AZ Cleaning Supplies,Remote Fob for ONE SHOT. Category: Catalog. Vendor code: 12030-FOB. Available at AZ Cleaning Supplies.,N,N,N,N,94.70,,N,Y,N,Y,N,,,66.29,Tucker,12030-FOB,N,,,N,,,Y,,,N,,94.70
,Replacement Battery for Flow Controller,Replacement Battery for Flow Controller,Regular,,80004-BAT,This is the replacement battery for the Flow Controller on the Fill N Go System.,Tucker > Catalog,Tucker,Replacement Battery for Flow Controller | Catalog | AZ Cleaning Supplies,This is the replacement battery for the Flow Controller on the Fill N Go System. Available at AZ Cleaning Supplies.,replacement-battery-for-flow-controller,,Hidden,Physical,1.001,Replacement Battery for Flow Controller | Catalog | AZ Cleaning Supplies,This is the replacement battery for the Flow Controller on the Fill N Go System. Available at AZ Cleaning Supplies.,N,N,N,N,56.85,,N,Y,N,Y,N,,,39.80,Tucker,80004-BAT,N,,,N,,,Y,,,N,,56.85
,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit,Regular,,RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit | Official Tucker SKU: RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit | AZ Cleaning...,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit. Category: Pure Water Systems. Vendor code: RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI....,rival-by-tucker-water-fed-pole-system-basic-4-stage-kit,,Hidden,Physical,,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit | AZ Cleaning...,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit. Category: Pure Water Systems. Vendor code: RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI....,N,N,N,N,3016.67,,N,Y,N,Y,N,,,1718.89,Tucker,RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI,N,,,N,,,Y,,,N,,3016.67
,Tucker Rival RO/DI Cart,Tucker Rival RO/DI Cart,Regular,,T-CART-RIVAL,"All new for 2025! After 4,000 units we have upgraded the system - AGAIN! RIVAL-V2 by Tucker® Stainless Steel 4-Stage RO/DI System - MADE IN USA The RIVAL Cart is a 4-stage Pure Water system that comes on a powder coated lightweight steel frame made for years of abuse. The new Tucker® combination sediment/carbon pre-filter makes this a 4-stage filtration system! Large flat free tires help you navigate all terrains. New features on the Rival-V2 include: DI Saver System: Avoid TDS creep and lower your cost per gallon instantly with the Tucker® DI Saver System. Simply turn the 3-way valve to the RO position and you will bypass your DI filter. This is great for anyone wanting RO only water, those looking to test RO production simply, and those looking to bleed off high TDS water before sending it to the DI filter - saving you big money on your DI resin. See video below for details! New 40"" Max-Flow membrane w/Variable Flow Technology. This new membrane provides the highest flow rates...",Tucker > Pure Water Systems,Tucker,Tucker Rival RO/DI Cart | Pure Water Systems | AZ Cleaning Supplies,"All new for 2025! After 4,000 units we have upgraded the system - AGAIN! RIVAL-V2 by Tucker® Stainless Steel 4-Stage RO/DI System - MADE IN USA The RIVAL...",rival-v2-by-tucker-stainless-steel-4-stage-ro-di-system,,Hidden,Physical,62.001,Tucker Rival RO/DI Cart | Pure Water Systems | AZ Cleaning Supplies,"All new for 2025! After 4,000 units we have upgraded the system - AGAIN! RIVAL-V2 by Tucker® Stainless Steel 4-Stage RO/DI System - MADE IN USA The RIVAL...",N,N,N,N,2308.85,,N,Y,N,Y,N,,,1616.20,Tucker,T-CART-RIVAL-V2,N,,,N,,,Y,,,N,,2308.85
,Rival V2 DI Saver Upgrade Kit,Rival V2 DI Saver Upgrade Kit,Regular,,T-V2-DIS-UGK,"Upgrade Your RIVAL to the RIVAL-V2 Avoid TDS creep and cut your costs instantly with the Tucker® DI Saver System , designed to enhance your RIVAL by Tucker® and transform it into the advanced RIVAL-V2 model. Whether you're looking to test your RO production or reduce your DI resin usage, this easy-to-install add-on will save you time and money. Check out the video below for more info.",Tucker > Pure Water Systems,Tucker,Rival V2 DI Saver Upgrade Kit | Pure Water Systems | AZ Cleaning Supplies,"Upgrade Your RIVAL to the RIVAL-V2 Avoid TDS creep and cut your costs instantly with the Tucker® DI Saver System , designed to enhance your RIVAL by Tucker®...",rival-v2-di-saver-upgrade-kit,,Hidden,Physical,1.499,Rival V2 DI Saver Upgrade Kit | Pure Water Systems | AZ Cleaning Supplies,"Upgrade Your RIVAL to the RIVAL-V2 Avoid TDS creep and cut your costs instantly with the Tucker® DI Saver System , designed to enhance your RIVAL by Tucker®...",N,N,N,N,215.22,,N,Y,N,Y,N,,,150.65,Tucker,T-V2-DIS-UGK,N,,,N,,,Y,,,N,,215.22
,RIVAL+ stage DIY KIT,Tucker® DIY 4-Stage RO/DI Kit,Regular,,T-RIVAL+DIY,"The perfect DIY project! The Tucker® DIY 4-Stage RO/DI Kit is a perfect option for those looking for an economical and effective way to produce pure water for window or solar panel cleaning. This kit is designed to easily mount on a skid, truck, or trailer, making it easy to transport the system wherever you need it! Our DIY kit includes everything you need to assemble your own 4-stage water purification system, including a sediment filter , carbon filter , reverse osmosis membrane , deionization filter , plus all required housings, fittings, brackets and tubing. You can also opt to include the Tucker® DIY 12v RO Booster Panel . The system is designed for long-lasting performance and offers exceptional value for money. What's included: 1) 40"" RO filter 2) 4""x10"" DI filter 2) 2.5""x10"" carbon filter 2) 2.5""x10"" Sediment filter 1) 40"" Stainless Steel housing 2) 2.5""x10"" clear Carb/sed housing w/ 1/2"" inlets 1) 3/4""x1/2"" Reducer bushing 1) 3/4"" MGHT x 3/4"" MPT 1) 4"" filter wrench 1)...",Tucker > Pure Water Systems,Tucker,Tucker® DIY 4-Stage RO/DI Kit | Pure Water Systems | AZ Cleaning Supplies,The perfect DIY project! The Tucker® DIY 4-Stage RO/DI Kit is a perfect option for those looking for an economical and effective way to produce pure water...,tucker-diy-4-stage-ro-di-kit,,Hidden,Physical,55.001,Tucker® DIY 4-Stage RO/DI Kit | Pure Water Systems | AZ Cleaning Supplies,The perfect DIY project! The Tucker® DIY 4-Stage RO/DI Kit is a perfect option for those looking for an economical and effective way to produce pure water...,N,N,N,N,1798.49,,N,Y,N,Y,N,,,1258.94,Tucker,T-RIVAL+DIY,N,,,N,,,Y,,,N,,1798.49
,RO PRESERVE,RO Preserve,Regular,,20000,Looking to store your RO system over the winter or another long period? This is the product that will preserve your RO. Use RO Presever to prevent biologic fouling as well as solids from forming a bond with the RO Membrane during long storage periods.,Tucker > Catalog,Tucker,RO Preserve | Catalog | AZ Cleaning Supplies,Looking to store your RO system over the winter or another long period? This is the product that will preserve your RO. Use RO Presever to prevent biologic...,ro-preserve,,Hidden,Physical,0.5,RO Preserve | Catalog | AZ Cleaning Supplies,Looking to store your RO system over the winter or another long period? This is the product that will preserve your RO. Use RO Presever to prevent biologic...,N,N,N,N,33.15,,N,Y,N,Y,N,,,23.21,Tucker,20000,N,,,N,,,Y,,,N,,33.15
,Rotary Vein Pump,Electric Booster Pump Replacement,Regular,,12005,This is the pump that is used on our 110V electric booster pump.,Tucker > Pure Water Systems,Tucker,Electric Booster Pump Replacement | Pure Water Systems | AZ Cleaning Supplies,This is the pump that is used on our 110V electric booster pump. Available at AZ Cleaning Supplies.,electric-booster-pump-replacement,,Hidden,Physical,5,Electric Booster Pump Replacement | Pure Water Systems | AZ Cleaning Supplies,This is the pump that is used on our 110V electric booster pump. Available at AZ Cleaning Supplies.,N,N,N,N,341.70,,N,Y,N,Y,N,,,239.19,Tucker,12005,N,,,N,,,Y,,,N,,341.70
,Rubber Foot,Rubber Foot,Regular,,63050,Rubber Foot | Official Tucker SKU: 63050 | Category: Catalog,Tucker > Catalog,Tucker,Rubber Foot | Catalog | AZ Cleaning Supplies,Rubber Foot. Category: Catalog. Vendor code: 63050. Available at AZ Cleaning Supplies.,rubber-foot,,Hidden,Physical,,Rubber Foot | Catalog | AZ Cleaning Supplies,Rubber Foot. Category: Catalog. Vendor code: 63050. Available at AZ Cleaning Supplies.,N,N,N,N,3.62,,N,Y,N,Y,N,,,2.54,Tucker,63050,N,,,N,,,Y,,,N,,3.62
,Saddle Clamp for SS Housing,Stainless Steel Housing Clamp,Regular,,12021-A-SS,"Bolt on stainless steel housing clamp for 4"" stainless steel housings. Will require 2 per housing.",Tucker > Water Fed Pole Parts,Tucker,Stainless Steel Housing Clamp | Water Fed Pole Parts | AZ Cleaning Supplies,"Bolt on stainless steel housing clamp for 4"" stainless steel housings. Will require 2 per housing. Available at AZ Cleaning Supplies.",stainless-steel-housing-clamp,,Hidden,Physical,1.001,Stainless Steel Housing Clamp | Water Fed Pole Parts | AZ Cleaning Supplies,"Bolt on stainless steel housing clamp for 4"" stainless steel housings. Will require 2 per housing. Available at AZ Cleaning Supplies.",N,N,N,N,19.70,,N,Y,N,Y,N,,,13.79,Tucker,12021-A-SS,N,,,N,,,Y,,,N,,19.70
,Serviceable Housing Insert w/ ALL o-rings for SS Housing,Serviceable Housing lid w/ ALL o-rings for SS Housing,Regular,,20062-SS,"Serviceable housing lid designed for stainless steel housings, allowing easy access for maintenance and replacement. Please note: Fittings are not included.",Tucker > Catalog,Tucker,Serviceable Housing lid w/ ALL o-rings for SS Housing | AZ Cleaning Supplies,"Serviceable housing lid designed for stainless steel housings, allowing easy access for maintenance and replacement. Please note: Fittings are not included....",serviceable-housing-insert-w-all-o-rings-for-ss-housing,,Hidden,Physical,1.001,Serviceable Housing lid w/ ALL o-rings for SS Housing | AZ Cleaning Supplies,"Serviceable housing lid designed for stainless steel housings, allowing easy access for maintenance and replacement. Please note: Fittings are not included....",N,N,N,N,48.34,,N,Y,N,Y,N,,,33.84,Tucker,20062-SS,N,,,N,,,Y,,,N,,48.34
,Shaft end of adjustable Tucker Gooseneck,V2 end of Adjustable Tucker® Gooseneck,Regular,,T-GN-ADJ-V2,"Looking for the Quick Release shaft version of the Adjustable Tucker® Gooseneck designed to fit into our #1 clamp? You found it! This is the quick release stem that attaches to the #1 clamp of your Tucker® pole for easy adjustment. If you need a complete Gooseneck assembly with male quick release, CLICK HERE .",Tucker > Accessories,Tucker,V2 end of Adjustable Tucker® Gooseneck | Accessories | AZ Cleaning Supplies,Looking for the Quick Release shaft version of the Adjustable Tucker® Gooseneck designed to fit into our #1 clamp? You found it! This is the quick release...,v2-end-of-adjustable-tucker-gooseneck,,Hidden,Physical,1.001,V2 end of Adjustable Tucker® Gooseneck | Accessories | AZ Cleaning Supplies,Looking for the Quick Release shaft version of the Adjustable Tucker® Gooseneck designed to fit into our #1 clamp? You found it! This is the quick release...,N,N,N,N,8.98,,N,Y,N,Y,N,,,6.29,Tucker,T-GN-ADJ-V2,N,,,N,,,Y,,,N,,8.98
,Single Pole Switch,Single Pole Switch,Regular,,12007,Single Pole Switch | Official Tucker SKU: 12007 | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Single Pole Switch | Water Fed Pole Parts | AZ Cleaning Supplies,Single Pole Switch. Category: Water Fed Pole Parts. Vendor code: 12007. Available at AZ Cleaning Supplies.,single-pole-switch,,Hidden,Physical,,Single Pole Switch | Water Fed Pole Parts | AZ Cleaning Supplies,Single Pole Switch. Category: Water Fed Pole Parts. Vendor code: 12007. Available at AZ Cleaning Supplies.,N,N,N,N,24.53,,N,Y,N,Y,N,,,17.17,Tucker,12007,N,,,N,,,Y,,,N,,24.53
