Batch Number,Batch Row,Square Token,Reference Handle,SKU,Square Item Name,Square Variation Name,Catalog Item Name,Customer-facing Name,Reporting Category,Default Vendor Name,Local Image Filename,Local Image Relative Path,Local Image Absolute Path,Website Image URL
1,63,4NRBJABNHII4IGXJOWZRHKAF,#40in-carbon-insert-,20013-C,40in Carbon Insert,,40in Carbon Insert,"4 x 40"" Filter Cartridge - Carbon",Tucker,Tucker,20013-C.png,Images\Tucker images\20013-C.png,C:\Codex\AZCS Inventory\Images\Tucker images\20013-C.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4-x-40-filter-cartridge-carbon-1856023.png?v=1771283657
1,64,LNFAGWDL5ELOHM4IALJZVENC,#40in-cartridge-empty-,20013,40in Cartridge EMPTY,,40in Cartridge EMPTY,"4 x 40"" Filter Cartridge - Refillable",Tucker,Tucker,20013.png,Images\Tucker images\20013.png,C:\Codex\AZCS Inventory\Images\Tucker images\20013.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/4-x-40-filter-cartridge-refillable-960918.jpg?v=1746392954
1,65,BURN4DA2DC2XF5Z2IRJBNNPB,#40in-di-cartridge-,20013-D,40in DI Cartridge,,40in DI Cartridge,"4 x 40"" Filter Cartridge - DI Resin",Tucker,Tucker,20013-D.png,Images\Tucker images\20013-D.png,C:\Codex\AZCS Inventory\Images\Tucker images\20013-D.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4-x-40-filter-cartridge-di-resin-1277752.png?v=1771283660
1,66,TG5WJND7POD6M23OTDYCRAGX,#4in-brine-seal-,21009,4in Brine Seal,,4in Brine Seal,4in Brine Seal,Tucker,Tucker,21009.jpeg,Images\Tucker images\21009.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\21009.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4in-brine-seal-1783117.png?v=1765980427
1,67,QLOSGMGDE4ALD7GHYNX2PTOD,#4in-filter-wrench-regular,20036,4in Filter Wrench,Regular,4in Filter Wrench,4 Inch Filter Wrench,Tucker,Tucker,20036.png,Images\Tucker images\20036.png,C:\Codex\AZCS Inventory\Images\Tucker images\20036.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/4-inch-filter-wrench-832358.jpg?v=1746392755
1,68,Q7LI542DFR4S45SBCLGW6DMG,#4in-x-10in-carbon-filter-,20009,4in x 10in Carbon Filter,,4in x 10in Carbon Filter,4in x 10in Carbon Filter,Tucker,Tucker,20009.png,Images\Tucker images\20009.png,C:\Codex\AZCS Inventory\Images\Tucker images\20009.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4in-x-10in-carbon-filter-3404788.png?v=1753306186
1,69,RJ7CFFCXR4OHHFMDTM5SHLZJ,#4in-x-10in-grey-housing-3-4-fnpt-,20040,4in x 10in Grey Housing 3/4 FNPT,,4in x 10in Grey Housing 3/4 FNPT,"4.5"" x 10"" Filter Housing",Tucker,Tucker,20040.png,Images\Tucker images\20040.png,C:\Codex\AZCS Inventory\Images\Tucker images\20040.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/45-x-10-filter-housing-796345.jpg?v=1746392859
1,70,HXE7VXNBLMFHPHXVCWD4DVZH,#4in-x-20in-housing-grey-3-4-fnpt-,20041,4in x 20in Housing Grey 3/4 FNPT,,4in x 20in Housing Grey 3/4 FNPT,4in x 20in Housing Grey 3/4 FNPT,Tucker,Tucker,20041.png,Images\Tucker images\20041.png,C:\Codex\AZCS Inventory\Images\Tucker images\20041.png,
1,71,UU7NPFWASYLVZMHWTBH3J56Q,#4in-x-20in-refillable-cartridge-empty-blue-white-,20014,4in x 20in Refillable Cartridge Empty..Blue/White,,4in x 20in Refillable Cartridge Empty Blue/White,4in x 20in Refillable Cartridge Empty..Blue/White,Tucker,Tucker,20014.png,Images\Tucker images\20014.png,C:\Codex\AZCS Inventory\Images\Tucker images\20014.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4in-x-20in-refillable-cartridge-emptybluewhite-7303265.png?v=1753306186
1,72,NNOWKCLOJ3B4Q3KYODBRQKC6,#4in-x10in-re-fillable-empty-blue-white-,20029,4in x10in Re-Fillable Empty..Blue/White,,4in x10in Re-Fillable Empty Blue/White,"Empty 4.5 x 10"" Refillable Filter",Tucker,Tucker,20029.png,Images\Tucker images\20029.png,C:\Codex\AZCS Inventory\Images\Tucker images\20029.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/empty-45-x-10-refillable-filter-967874.jpg?v=1746393001
1,73,YAPZYRR7WFTAPVUM3F4G5YF2,#4x21-carbon-cartridge-,20051-C,4x21 Carbon Cartridge,,4x21 Carbon Cartridge,"4 x 21"" Filter Cartridge - Carbon",Tucker,Tucker,20051-C.png,Images\Tucker images\20051-C.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-C.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4-x-21-filter-cartridge-carbon-9288002.png?v=1771283659
1,74,SPWHGCX33ZTV2GPEYF7PWL2Q,#4x21-di-cartridge-,20051-D,4x21 DI Cartridge,,4x21 DI Cartridge,"4 x 21"" Filter Cartridge - DI Resin",Tucker,Tucker,20051-D.png,Images\Tucker images\20051-D.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-D.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4-x-21-filter-cartridge-di-resin-9037326.png?v=1771283662
1,75,7DJSXVLR2QPLTK7P7HO7LBRJ,#5-pack-of-walnut-pads-6-x-9--,40018-5PK,"5 pack of walnut pads 6 x 9""",,"5 pack of walnut pads 6 x 9""","5 pack of walnut pads 6 x 9""",Tucker,Tucker,40018-5PK.png,Images\Tucker images\40018-5PK.png,C:\Codex\AZCS Inventory\Images\Tucker images\40018-5PK.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/5-pack-of-walnut-pads-6-x-9-9012936.webp?v=1753306142
1,76,KPZE7PUCSHJLYZC4J53GRHJY,#5-16-push-to-fit-divider-brush--,60007,5/16 Push to Fit Divider (brush),,5/16 Push to Fit Divider (brush),5/16 Push to Fit Divider (brush),Tucker,Tucker,60007.png,Images\Tucker images\60007.png,C:\Codex\AZCS Inventory\Images\Tucker images\60007.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/516-tee-fitting-285820.jpg?v=1746393052
1,77,O6FVUK3E2IKOGOAKR37EKWI6,#5-16-push-to-fit-wye-brush--,60006,5/16 Push to Fit Wye(brush),,5/16 Push to Fit Wye(brush),5/16 Push to Fit Wye(brush),Tucker,Tucker,60006.png,Images\Tucker images\60006.png,C:\Codex\AZCS Inventory\Images\Tucker images\60006.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/516-push-to-fit-wyebrush-3472359.png?v=1753306175
1,78,TTP7H5VTYEUPJTJQ3VU4N3RB,#5-16-union-,63014,5/16 union,,5/16 union,Union for Pole Tubing,Tucker,Tucker,63014.png,Images\Tucker images\63014.png,C:\Codex\AZCS Inventory\Images\Tucker images\63014.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/union-for-pole-tubing-9243590.png?v=1759914594
1,79,YE7Y4U5YVEACIAMUDR2DY5SK,#5-16-5-way-ptf-divider-regular,60007-5,"5/16"" 5-Way PTF Divider",Regular,5 Way 5/16 Push to Fit Divider (brush),5 Way 5/16 Push to Fit Divider (brush),Tucker,Tucker,60007-5.png,Images\Tucker images\60007-5.png,C:\Codex\AZCS Inventory\Images\Tucker images\60007-5.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/516-5-way-ptf-divider-150390.jpg?v=1746392152
1,80,QVM66LK4YE66VOXKQLKDCSSW,#55-pole-kit-,T-55-KIT,55' pole kit,,55' pole kit,Tucker® 55' Water Fed Pole Kit,Tucker,Tucker,T-55-KIT.png,Images\Tucker images\T-55-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-55-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-55-water-fed-pole-kit-675135.jpg?v=1746392579
1,81,RR526GYJIPJAFQNBGDRYXK3A,#60-pole-kit-,T-60-KIT,60' pole kit,,60' pole kit,Tucker® 60' Water Fed Pole Kit,Tucker,Tucker,T-60-KIT.png,Images\Tucker images\T-60-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-60-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-60-water-fed-pole-kit-578499.jpg?v=1746392587
1,82,LEDVB74MGWOBU4LBRX27ZE5O,#65-pole-kit-,T-65-KIT,65' pole kit,,65' pole kit,Tucker® 65' Water Fed Pole Kit,Tucker,Tucker,T-65-KIT.png,Images\Tucker images\T-65-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-65-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-65-water-fed-pole-kit-104897.jpg?v=1746392584
1,83,2TTWBBY5TS4UUWJE4RGAWQWS,#70-pole-kit-,T-70-KIT,70' pole kit,,70' pole kit,Tucker® 70' Water Fed Pole Kit,Tucker,Tucker,T-70-KIT.png,Images\Tucker images\T-70-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-70-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-70-water-fed-pole-kit-732925.jpg?v=1746392581
1,84,G3OCWX7P7WTIBPDFYP3WHYVQ,#adjustable-tucker-gooseneck-,T-GN-V1,Adjustable Tucker Gooseneck,,Adjustable Tucker Gooseneck,Adjustable Tucker® Gooseneck V1,Tucker,Tucker,T-GN-V1.png,Images\Tucker images\T-GN-V1.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-V1.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/adjustable-tucker-gooseneck-v1-672563.jpg?v=1746392387
1,85,LLNKUIUNIGQJ2TWL744FGPDN,#adjustable-tucker-gooseneck-w-quick-release-for-1-clamp-,T-GN-V2,Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,,Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,Adjustable Tucker® Gooseneck V2,Tucker,Tucker,T-GN-V2.png,Images\Tucker images\T-GN-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-V2.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/adjustable-tucker-gooseneck-v2-670966.jpg?v=1746392568
1,86,2QLRM7XEPYE6IOWV4GC7ESWD,#aluminum-acme-tip-for-1-clamp-,T-ACME-TIP-ALUMINUM,Aluminum Acme Tip for #1 Clamp,,Aluminum Acme Tip for #1 Clamp,Tucker® ACME Tip,Tucker,Tucker,T-ACME-TIP-ALUMINUM.jpeg,Images\Tucker images\T-ACME-TIP-ALUMINUM.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-ACME-TIP-ALUMINUM.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-acme-tip-725811.jpg?v=1746392646
1,87,TFFMFHDD3IH6IGAMZWD3GSLV,#auxiliary-50-gallon-tucker-tank-,T-50-AUX,Auxiliary 50 Gallon Tucker Tank,,Auxiliary 50 Gallon Tucker Tank,Auxiliary 50 Gallon Tucker Tank,Tucker,Tucker,T-50-AUX.png,Images\Tucker images\T-50-AUX.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-AUX.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/auxiliary-50-gallon-tucker-tank-143532.jpg?v=1746392191
1,88,BHKN7UDRU26SPJ6E6LXKLXVD,#barrel-only-for-aluminum-clamp-body-,T-CLAMPBARREL,Barrel only for aluminum clamp body,,Barrel only for aluminum clamp body,Barrel only for aluminum clamp body,Tucker,Tucker,T-CLAMPBARREL.png,Images\Tucker images\T-CLAMPBARREL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CLAMPBARREL.png,
1,89,SFJWJPBPOVMXLIPL5R6GPX3W,#battery-hold-down-,12013,Battery Hold-Down,,Battery Hold-Down,Battery Hold-Down,Tucker,Tucker,12013.png,Images\Tucker images\12013.png,C:\Codex\AZCS Inventory\Images\Tucker images\12013.png,
1,90,TIG34QRMQPCAKVWI5RFRWAFP,#bracket-for-bypass-valve-,T-VALVE-BRACKET,Bracket for Bypass Valve,,Bracket for Bypass Valve,Bracket for Bypass Valve,Tucker,Tucker,T-VALVE-BRACKET.jpeg,Images\Tucker images\T-VALVE-BRACKET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-VALVE-BRACKET.jpeg,
1,91,ZNQAZYIWFRZWVYBVDIJPR3H5,#bracket-for-saddle-clamp-,BRACKET-WIDECLAMP,Bracket for Saddle Clamp,,Bracket for Saddle Clamp,Bracket for Saddle Clamp,Tucker,Tucker,BRACKET-WIDECLAMP.jpeg,Images\Tucker images\BRACKET-WIDECLAMP.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\BRACKET-WIDECLAMP.jpeg,
1,92,P73DKH22GHHPD3ENCDFKNYNK,#brass-garden-hose-splitter-,T-GHS-BRASS,Brass Garden Hose Splitter,,Brass Garden Hose Splitter,Brass Garden Hose Splitter,Tucker,Tucker,T-GHS-BRASS.png,Images\Tucker images\T-GHS-BRASS.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GHS-BRASS.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/brass-garden-hose-splitter-1627536.png?v=1753305992
1,93,Y473GVIYTXYW6CFSAWTFLUQP,#check-valve-1-2--,63042,"Check Valve 1/2""",,"Check Valve 1/2""","Check Valve 1/2""",Tucker,Tucker,63042.png,Images\Tucker images\63042.png,C:\Codex\AZCS Inventory\Images\Tucker images\63042.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/check-valve-12-6012021.png?v=1769626510
1,94,COHM2GY3T7SYZUX57BOCM6R5,#diy-delivery-panel-w-remote-,10070-12-REMOTE,DIY Delivery Panel w/Remote,,DIY Delivery Panel w/ Remote,12v Delivery Panel w/Controller and Long Range Remote,Tucker,Tucker,10070-12-REMOTE.png,Images\Tucker images\10070-12-REMOTE.png,C:\Codex\AZCS Inventory\Images\Tucker images\10070-12-REMOTE.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/12v-delivery-panel-wcontroller-and-long-range-remote-207622.jpg?v=1746393103
1,95,U7YSZR2JEUKZDA6HSUZQYKH6,#end-cap-for-25-tucker-carbon-fiber-pole-,T-5BR-CF,End Cap for 25' Tucker Carbon Fiber Pole,,End Cap for 25' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #5,Tucker,Tucker,T-5BR-CF.png,Images\Tucker images\T-5BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-5BR-CF.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-plastic-end-cap-5-760376.jpg?v=1746392841
1,96,ZZ5WTI4NKICCQELXKXTOFXT4,#end-cap-for-tucker-carbon-fiber-pole-,T-4BR-CF,End Cap for Tucker Carbon Fiber Pole,,End Cap for Tucker Carbon Fiber Pole,End Cap for Tucker Carbon Fiber Pole,Tucker,Tucker,T-4BR-CF.png,Images\Tucker images\T-4BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-4BR-CF.png,
1,97,SVFPB2VILPTP5VHLCBUBVX5H,#ez-dial-clamp-adjuster-,T-DIAL-ASSEMBLY,EZ Dial Clamp Adjuster,,EZ Dial Clamp Adjuster,EZ Dial Clamp Adjuster,Tucker,Tucker,T-DIAL-ASSEMBLY.png,Images\Tucker images\T-DIAL-ASSEMBLY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DIAL-ASSEMBLY.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/ez-dial-clamp-adjuster-6844777.png?v=1753305995
1,98,O5EH5CUK4D7OIMOMOMGCKLAO,#ez-ro-conversion-kit-,20001-E-UGK,EZ RO Conversion kit,,EZ RO Conversion kit,Stainless Steel RO Membrane Housing Upgrade,Tucker,Tucker,20001-E-UGK.png,Images\Tucker images\20001-E-UGK.png,C:\Codex\AZCS Inventory\Images\Tucker images\20001-E-UGK.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/stainless-steel-ro-membrane-housing-upgrade-860856.jpg?v=1746392507
1,99,BLR55ZKXQOW4CKCWO2V5FRO5,#female-quick-connect-for-pole-hose-regular,60040,Female Quick Connect for Pole Hose,Regular,Garden Hose Quick Connect FEMALE w/ valve,Female Quick Connect for Pole Hose,Tucker,Tucker,60040.png,Images\Tucker images\60040.png,C:\Codex\AZCS Inventory\Images\Tucker images\60040.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/female-quick-connect-for-pole-hose-143273.jpg?v=1746393061
1,100,GISRPPJUPHU4WSTRRMHKEEHE,#fittings-repair-kit-,T-CART-REPAIR-KIT,Fittings Repair Kit,,Fittings Repair Kit,Fittings Repair Kit,Tucker,Tucker,T-CART-REPAIR-KIT.png,Images\Tucker images\T-CART-REPAIR-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-REPAIR-KIT.png,
1,101,WZXL56RNAJXOJHJXU7JHZDHU,#grey-holster-bucket-on-a-belt-,T-BOAB-GRY,Grey Holster Bucket on a Belt,,Grey Bucket on a Belt,Bucket On A Belt (Grey),Tucker,Tucker,T-BOAB-GRY.png,Images\Tucker images\T-BOAB-GRY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-BOAB-GRY.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/bucket-on-a-belt-grey-387022.jpg?v=1746392268
1,102,WPG5I4ORVLRPBC3VD34RUBI3,#inline-pressure-gauge-,T-INLINE-GAUGE,Inline Pressure Gauge,,Inline Pressure Gauge,Inline Pressure Gauge,Tucker,Tucker,T-INLINE-GAUGE.png,Images\Tucker images\T-INLINE-GAUGE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-INLINE-GAUGE.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/inline-pressure-gauge-8037899.png?v=1771283660
1,103,ZEMBWOU4FECDRWVMLMVSVGN6,#jet-and-rinse-bar-simultaneous-operation-kit-for-alpha-brushes-,T-ALPHA-SIMUL-KIT,Jet and Rinse Bar Simultaneous Operation Kit for Alpha Brushes,,Jet and Rinse Bar Simultaneous Operation Kit for Alpha Brushes,Jet and Rinse Bar Simultaneous Operation Kit for Alpha Brushes,Tucker,Tucker,T-ALPHA-SIMUL-KIT.png,Images\Tucker images\T-ALPHA-SIMUL-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ALPHA-SIMUL-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/jet-and-rinse-bar-simultaneous-operation-kit-for-alpha-brushes-447048.jpg?v=1746392489
1,104,FVDWN63F64LNSAGJBVOXFCAA,#loct-adjustable-tucker-gooseneck-w-quick-release-for-1-clamp-,T-GN-V2-LT,LOCT Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,,LOCT Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,LOCT Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,Tucker,Tucker,T-GN-V2-LT.jpeg,Images\Tucker images\T-GN-V2-LT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-V2-LT.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/loct-adjustable-tucker-gooseneck-w-quick-release-for-1-clamp-206844.jpg?v=1746392290
1,105,Q64RQTH5UZZG6LBWY5FJCDM7,#loct-brush-socket-regular,T-BRUSH-LOCT,LOCT Brush Socket,Regular,"Loct Brush Socket, Black",LOCT Brush Socket,Tucker,Tucker,T-BRUSH-LOCT.jpeg,Images\Tucker images\T-BRUSH-LOCT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-BRUSH-LOCT.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/loct-brush-socket-176977.jpg?v=1746392242
1,106,BKPBZWDCS2FJ3ZXAH2WC5ZPR,#loct-end-of-adjustable-tucker-gooseneck-,T-GN-ADJ-LOCT,LOCT end of adjustable Tucker Gooseneck,,LOCT end of adjustable Tucker Gooseneck,LOCT End Of Adjustable Tucker® Gooseneck,Tucker,Tucker,T-GN-ADJ-LOCT.jpeg,Images\Tucker images\T-GN-ADJ-LOCT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-ADJ-LOCT.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/loct-end-of-adjustable-tucker-gooseneck-560459.jpg?v=1746392298
1,107,BVQXRRKRMHSAFEI37NZIVVHE,#loct-reach-around-gooseneck-w-quick-release-for-1-clamp-regular,40001-V2-LT,LOCT Reach Around Gooseneck w/ Quick Release for #1 Clamp,Regular,LOCT Reach Around Gooseneck w/ Quick Release for #1 Clamp,LOCT Reach Around Gooseneck w/ Quick Release for #1 Clamp,Tucker,Tucker,40001-V2-LT.jpeg,Images\Tucker images\40001-V2-LT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\40001-V2-LT.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/loct-reach-around-gooseneck-w-quick-release-for-1-clamp-769825.jpg?v=1746392293
1,108,ZFQAGVSGZIGOEE2RECIL5SSK,#loct-tip-for-1-clamp-,T-LOCT-TIP,LOCT Tip for #1 Clamp,,LOCT Tip for #1 Clamp,LOCT Tip for #1 Clamp,Tucker,Tucker,T-LOCT-TIP.jpeg,Images\Tucker images\T-LOCT-TIP.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-LOCT-TIP.jpeg,
1,109,RS3SYKNR7TXZ5ML6R26EHQKP,#lubricant-packet-,T-LUBE,Lubricant Packet,,Lubricant Packet,Lubricant Packet,Tucker,Tucker,T-LUBE.png,Images\Tucker images\T-LUBE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-LUBE.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/lubricant-packet-901289.jpg?v=1746392327
1,110,QFAGPN7GCAWC2WKBCAOFDR3L,#male-and-female-quick-connect-for-pole-hose-and-garden-hose-,60040-005,Male and Female Quick connect for pole hose and garden hose,,Male and Female Quick connect for pole hose and garden hose,Male and Female Quick Connect for Pole Hose and Garden Hose,Tucker,Tucker,60040-005.png,Images\Tucker images\60040-005.png,C:\Codex\AZCS Inventory\Images\Tucker images\60040-005.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/male-and-female-quick-connect-for-pole-hose-and-garden-hose-766782.jpg?v=1746392533
1,111,ADEG2IDBZKVTD5YPM552Y5NR,#max-output-110v-complete-,T-MO-110,Max Output 110v Complete,,Max Output 110v Complete,Tucker® Max Output 5-Stage RO/DI System,Tucker,Tucker,T-MO-110.jpeg,Images\Tucker images\T-MO-110.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-MO-110.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-max-output-5-stage-rodi-system-124622.jpg?v=1770223109
1,112,2SFCZHZAYSFAIIDL5TGCBW6C,#no-flat-wheel-,T-WHEEL-NF,No Flat Wheel,,No Flat Wheel,No Flat Wheel,Tucker,Tucker,T-WHEEL-NF.png,Images\Tucker images\T-WHEEL-NF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-WHEEL-NF.png,
1,113,TQOPASETJG32CAB3BARFCZ2K,#no-flat-wheel-retrofit-kit-w-2-bolts-and-2-split-washers-,T-NOFLAT-KIT,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,No Flat Wheel Retrofit Kit,Tucker,Tucker,T-NOFLAT-KIT.png,Images\Tucker images\T-NOFLAT-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-NOFLAT-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/no-flat-wheel-retrofit-kit-114472.jpg?v=1746392735
1,114,OPS7PCCLJ2LMCFFTB5YPC25X,#o-ring-for-2-5-housing-,20067-SMALL,"O-ring for 2.5"" Housing",,"O-ring for 2.5"" Housing",Replacement O-ring for Tucker® Carbon Housing,Tucker,Tucker,20067-SMALL.png,Images\Tucker images\20067-SMALL.png,C:\Codex\AZCS Inventory\Images\Tucker images\20067-SMALL.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-o-ring-for-tucker-carbon-housing-446279.jpg?v=1746392674
1,115,NB2KTXXGAOC5GEY7RWY3G264,#o-ring-for-4-5-housing-,20067-LARGE,"O-ring for 4.5"" Housing",,"O-ring for 4.5"" Housing",Replacement O-ring for Tucker® DI Housing,Tucker,Tucker,20067-LARGE.png,Images\Tucker images\20067-LARGE.png,C:\Codex\AZCS Inventory\Images\Tucker images\20067-LARGE.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-o-ring-for-tucker-di-housing-623971.jpg?v=1746392897
1,116,KGXWWNU5KIVBSKSUCEH4WRFI,#plastic-euro-tip-for-1-clamp-,T-EURO-TIP-PLASTIC,Plastic Euro Tip for #1 Clamp,,Plastic Euro Tip for #1 Clamp,Tucker® Euro Tip,Tucker,Tucker,T-EURO-TIP-PLASTIC.png,Images\Tucker images\T-EURO-TIP-PLASTIC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-EURO-TIP-PLASTIC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-euro-tip-486717.jpg?v=1746392648
1,117,LTPL264GJPXKBPXHCSUG7KZW,#plastic-rinse-bar-xl-w-screws-,T-OTT-XL-V2-P,Plastic Rinse Bar XL w/SCREWS,,Plastic Rinse Bar XL,Tucker® Over the Top Rinse Bar Large PLASTIC,Tucker,Tucker,T-OTT-XL-V2-P.png,Images\Tucker images\T-OTT-XL-V2-P.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-OTT-XL-V2-P.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-over-the-top-rinse-bar-large-plastic-125982.jpg?v=1746392932
1,118,IOKDFZR5CJTI32TGEUQQE44U,#reel-base-for-tucker-reels-,T-RB,Reel Base for Tucker? Reels,,Reel Base for Tucker® Reels,Reel Base for Tucker® Reels,Tucker,Tucker,T-RB.png,Images\Tucker images\T-RB.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-RB.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/reel-base-for-tucker-reels-8177465.png?v=1753305978
1,119,6J2WQRXVWFFEVA2BS4KTUYE6,#replacement-battery-for-flow-controller-,80004-BAT,Replacement Battery for Flow Controller,,Replacement Battery for Flow Controller,Replacement Battery for Flow Controller,Tucker,Tucker,80004-BAT.png,Images\Tucker images\80004-BAT.png,C:\Codex\AZCS Inventory\Images\Tucker images\80004-BAT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-battery-for-flow-controller-660357.jpg?v=1746392526
1,120,LTOCTE4I73UMBF37QKTMUL6G,#replacement-brush-socket-regular,T-SOCKET-90,Replacement Brush Socket,Regular,"EURO Brush Socket, Black","EURO Brush Socket, Black",Tucker,Tucker,T-SOCKET-90.png,Images\Tucker images\T-SOCKET-90.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOCKET-90.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/euro-brush-socket-black-9698643.png?v=1753305972
1,121,2ZWYOYZZP6MHYG27W2S6GS6C,#rival-ro-di-cart-,T-CART-RIVAL,RIVAL RO/DI Cart,,Tucker Rival RO/DI Cart,Tucker Rival RO/DI Cart,Tucker,Tucker,T-CART-RIVAL-V2.jpeg,Images\Tucker images\T-CART-RIVAL-V2.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-RIVAL-V2.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/rival-v2-by-tucker-stainless-steel-4-stage-rodi-system-831308.jpg?v=1746392065
